hen_lay,region_shortname,province_name,district_name,ward_name,deliver_warehouse_id,warehouse_name,nhom_kh,nhom_kl,so_don
2026-08-02,NTB,Bình Thuận,Huyện Hàm Tân,Xã Sông Phan,2068700000.00%,(BTH) Hàm Tân,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Quảng Sơn,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hồng Liêm,2248300000.00%,(BTH) Hàm Thuận,Shopee-Bulky,10-20kg,3
2026-08-02,NTB,Bình Thuận,Huyện Bắc Bình,Xã Phan Điền,2063300000.00%,(BTH) Bắc Bình,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hồng Sơn,2248300000.00%,(BTH) Hàm Thuận,Shopee-Bulky,10-20kg,4
2026-08-02,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Ninh Gia,2084900000.00%,(LDO) Ninh Gia,SME,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Ngọc,2032000000.00%,(KHO) Tây Nha Trang,Shopee-Bulky,10-20kg,3
2026-08-02,NTB,Ninh Thuận,Huyện Bác Ái,Xã Phước Bình,2031600000.00%,(NTH) Ninh Sơn,TTS-nhỏ,10-20kg,3
2026-08-02,NTB,Bình Thuận,Huyện Tuy Phong,Xã Bình Thạnh,2129800000.00%,(BTH) Liên Hương,Khác,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Lâm,2222200000.00%,(LDO) Bảo Lâm 1,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Xã Xuân Thọ,2211600000.00%,(LDO) Xuân Trường - Đà Lạt,SME,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Thạnh,2277400000.00%,(KHO) Diên Khánh 1,SME,10-20kg,3
2026-08-02,NTB,Đắk Nông,Huyện Đắk Song,Xã Đắk Môl,2147700000.00%,(DNO) Đức An,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 6,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,Khác,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Tà Hine,2084900000.00%,(LDO) Ninh Gia,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Nghĩa,2147900000.00%,(KHO) Bắc Cam Ranh,SME,10-20kg,3
2026-08-02,NTB,Đắk Nông,Huyện Đắk Song,Xã Nam Bình,2147700000.00%,(DNO) Đức An,Shopee-Bulky,10-20kg,3
2026-08-02,NTB,Bình Thuận,Huyện Bắc Bình,Xã Phan Hòa,2063300000.00%,(BTH) Bắc Bình,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Đà Loan,2084900000.00%,(LDO) Ninh Gia,SME,10-20kg,3
2026-08-02,NTB,Bình Thuận,Huyện Tuy Phong,Xã Vĩnh Hảo,2129800000.00%,(BTH) Liên Hương,Shopee-Bulky,10-20kg,4
2026-08-02,NTB,Bình Thuận,Huyện Bắc Bình,Xã Phan Điền,2063300000.00%,(BTH) Bắc Bình,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 5,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Đắk Nông,Huyện Đắk R lấp,Thị trấn Kiến Đức,2026900000.00%,(DNO) Kiến Đức,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Xã Xuân Trường,2211600000.00%,(LDO) Xuân Trường - Đà Lạt,Shopee-Bulky,10-20kg,5
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 5,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,Shopee-Bulky,10-20kg,6
2026-08-02,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Hiệp,2032000000.00%,(KHO) Tây Nha Trang,SME,10-20kg,3
2026-08-02,NTB,Lâm Đồng,Huyện Lâm Hà,Thị trấn Đinh Văn,2129400000.00%,(LDO) Đinh Văn Lâm Hà,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Đắk Nông,Huyện Đắk Song,Xã Thuận Hà,2147700000.00%,(DNO) Đức An,SME,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 2,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,Shopee-Bulky,10-20kg,13
2026-08-02,NTB,Bình Thuận,Huyện Hàm Tân,Xã Tân Xuân,2068700000.00%,(BTH) Hàm Tân,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Nghĩa Thắng,2026900000.00%,(DNO) Kiến Đức,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Ngọc,2032000000.00%,(KHO) Tây Nha Trang,SME,10-20kg,5
2026-08-02,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Ngãi,2222200000.00%,(LDO) Bảo Lâm 1,SME,10-20kg,2
2026-08-02,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Hiệp,2032000000.00%,(KHO) Tây Nha Trang,Khác,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Lâm Hà,Xã Phi Tô,2129400000.00%,(LDO) Đinh Văn Lâm Hà,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hồng Sơn,2248300000.00%,(BTH) Hàm Thuận,SME,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Huyện Lâm Hà,Thị trấn Đinh Văn,2129400000.00%,(LDO) Đinh Văn Lâm Hà,SME,10-20kg,12
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Xã Xuân Trường,2211600000.00%,(LDO) Xuân Trường - Đà Lạt,SME,10-20kg,1
2026-08-02,NTB,Bình Thuận,Huyện Bắc Bình,Xã Phan Lâm,2063300000.00%,(BTH) Bắc Bình,SME,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Tà Năng,2084900000.00%,(LDO) Ninh Gia,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Thị trấn Ma Lâm,2248300000.00%,(BTH) Hàm Thuận,Shopee-Bulky,10-20kg,6
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 11,2211600000.00%,(LDO) Xuân Trường - Đà Lạt,Shopee-Bulky,10-20kg,10
2026-08-02,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Ninh Gia,2084900000.00%,(LDO) Ninh Gia,Shopee-Bulky,10-20kg,5
2026-08-02,NTB,Bình Thuận,Huyện Bắc Bình,Xã Phan Rí Thành,2063300000.00%,(BTH) Bắc Bình,Shopee-Bulky,10-20kg,7
2026-08-02,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Quảng,2222200000.00%,(LDO) Bảo Lâm 1,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Đắk Nông,Huyện Đắk Song,Xã Đắk Môl,2147700000.00%,(DNO) Đức An,SME,10-20kg,1
2026-08-02,NTB,Đắk Nông,Huyện Đắk Song,Xã Đắk N'Dung,2208600000.00%,(DNO) Trường Xuân,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Bình Thuận,Huyện Tuy Phong,Thị trấn Liên Hương,2129800000.00%,(BTH) Liên Hương,SME,10-20kg,5
2026-08-02,NTB,Đắk Nông,Huyện Đắk Song,Xã Thuận Hạnh,2147700000.00%,(DNO) Đức An,SME,10-20kg,2
2026-08-02,NTB,Bình Thuận,Huyện Hàm Tân,Thị trấn Tân Nghĩa,2068700000.00%,(BTH) Hàm Tân,Shopee-Bulky,10-20kg,5
2026-08-02,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Trung,2277400000.00%,(KHO) Diên Khánh 1,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Đà Loan,2084900000.00%,(LDO) Ninh Gia,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Thuận Hòa,2248300000.00%,(BTH) Hàm Thuận,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Lâm Hà,Xã Phú Sơn,2129400000.00%,(LDO) Đinh Văn Lâm Hà,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Đắk Nông,Huyện Đắk Song,Thị trấn Đức An,2147700000.00%,(DNO) Đức An,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Đức,2248300000.00%,(BTH) Hàm Thuận,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Đắk Nông,Huyện Đắk R lấp,Thị trấn Kiến Đức,2026900000.00%,(DNO) Kiến Đức,SME,10-20kg,1
2026-08-02,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Kiến Thành,2026900000.00%,(DNO) Kiến Đức,Shopee-Bulky,10-20kg,4
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 6,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 1,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Ngọc,2032000000.00%,(KHO) Tây Nha Trang,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Tà Năng,2084900000.00%,(LDO) Ninh Gia,SME,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 11,2211600000.00%,(LDO) Xuân Trường - Đà Lạt,SME,10-20kg,2
2026-08-02,NTB,Đắk Nông,Huyện Đắk Song,Xã Trường Xuân,2208600000.00%,(DNO) Trường Xuân,Shopee-Bulky,10-20kg,4
2026-08-02,NTB,Bình Thuận,Huyện Tuy Phong,Xã Vĩnh Tân,2129800000.00%,(BTH) Liên Hương,SME,10-20kg,2
2026-08-02,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Thạnh,2277400000.00%,(KHO) Diên Khánh 1,TTS-nhỏ,10-20kg,2
2026-08-02,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Thủy,2132000000.00%,(BTH) Phú Thủy,SME,10-20kg,2
2026-08-02,NTB,Khánh Hòa,Huyện Diên Khánh,Xã Diên An,2277400000.00%,(KHO) Diên Khánh 1,Shopee-Bulky,10-20kg,6
2026-08-02,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Quảng Sơn,2031600000.00%,(NTH) Ninh Sơn,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Nghĩa,2147900000.00%,(KHO) Bắc Cam Ranh,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Lương Sơn,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 6,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,SME,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Lâm Hà,Xã Phi Tô,2129400000.00%,(LDO) Đinh Văn Lâm Hà,SME,10-20kg,1
2026-08-02,NTB,Bình Thuận,Huyện Hàm Tân,Xã Tân Phúc,2068700000.00%,(BTH) Hàm Tân,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Phước Đồng,250200.00%,(KHO) Nam Nha Trang 5,TTS-nhỏ,10-20kg,3
2026-08-02,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Đa Mi,2248300000.00%,(BTH) Hàm Thuận,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 2,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,SME,10-20kg,1
2026-08-02,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Tân,2026900000.00%,(DNO) Kiến Đức,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Ninh Thuận,Huyện Ninh Sơn,Thị trấn Tân Sơn,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 6,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,Shopee-Bulky,10-20kg,9
2026-08-02,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Hài,2132000000.00%,(BTH) Phú Thủy,Shopee-Bulky,10-20kg,3
2026-08-02,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Trực,2059000000.00%,(DNO) Tuy Đức,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Quảng Lập,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Hiệp,2055800000.00%,(KHO) Khánh Vĩnh,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Thị trấn Thạnh Mỹ,2137700000.00%,(LDO) Đơn Dương,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Thạnh,2277400000.00%,(KHO) Diên Khánh 1,Shopee-Bulky,10-20kg,4
2026-08-02,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So,2059000000.00%,(DNO) Tuy Đức,SME,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Ma Đa Guôi,189600.00%,(LDO) Đạ Huoai,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Bình,2055800000.00%,(KHO) Khánh Vĩnh,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Ninh Thuận,Huyện Thuận Bắc,Xã Lợi Hải,2286100000.00%,(NTH) Phan Rang,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Lạc Lâm,2137700000.00%,(LDO) Đơn Dương,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Tây,2058800000.00%,(KHO) Cam Lâm 2,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Nam,2301500000.00%,(LDO) Bảo Lâm 3,SME,10-20kg,1
2026-08-02,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk R'Tíh,2059000000.00%,(DNO) Tuy Đức,SME,10-20kg,4
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Nam,2058800000.00%,(KHO) Cam Lâm 2,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Thành,2301500000.00%,(LDO) Bảo Lâm 3,Shopee-Bulky,10-20kg,9
2026-08-02,NTB,Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Phủ Hà,2286100000.00%,(NTH) Phan Rang,SME,10-20kg,1
2026-08-02,NTB,Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Đông Hải,2286100000.00%,(NTH) Phan Rang,SME,10-20kg,1
2026-08-02,NTB,Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Phủ Hà,2286100000.00%,(NTH) Phan Rang,TTS-nhỏ,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Ka Đơn,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Bắc,2058800000.00%,(KHO) Cam Lâm 2,SME,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Nam,2058800000.00%,(KHO) Cam Lâm 2,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Bà Gia,189600.00%,(LDO) Đạ Huoai,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Ninh Thuận,Huyện Thuận Bắc,Xã Phước Chiến,2286100000.00%,(NTH) Phan Rang,SME,10-20kg,1
2026-08-02,NTB,Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Mỹ Hải,2286100000.00%,(NTH) Phan Rang,Khác,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Tu Tra,2137700000.00%,(LDO) Đơn Dương,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Thành,2301500000.00%,(LDO) Bảo Lâm 3,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Thành Bắc,2058800000.00%,(KHO) Cam Lâm 2,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Đạ M'ri,189600.00%,(LDO) Đạ Huoai,SME,10-20kg,2
2026-08-02,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Thị trấn Thuận Nam,2106500000.00%,(BTH) Hàm Thuận Nam,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Đông,2058800000.00%,(KHO) Cam Lâm 2,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Hà Lâm,189600.00%,(LDO) Đạ Huoai,SME,10-20kg,7
2026-08-02,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Bình,2055800000.00%,(KHO) Khánh Vĩnh,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Đạ Ròn,2137700000.00%,(LDO) Đơn Dương,SME,10-20kg,1
2026-08-02,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk R'Tíh,2059000000.00%,(DNO) Tuy Đức,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Nam,2301500000.00%,(LDO) Bảo Lâm 3,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Ka Đô,2137700000.00%,(LDO) Đơn Dương,Khác,10-20kg,1
2026-08-02,NTB,Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Phủ Hà,2286100000.00%,(NTH) Phan Rang,Shopee-Bulky,10-20kg,8
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Phước Tây,2058800000.00%,(KHO) Cam Lâm 2,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Thị trấn D'Ran,2137700000.00%,(LDO) Đơn Dương,SME,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Thị trấn Thạnh Mỹ,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,10-20kg,3
2026-08-02,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Thuận Quí,2106500000.00%,(BTH) Hàm Thuận Nam,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Bắc,2058800000.00%,(KHO) Cam Lâm 2,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Thị trấn Cam Đức,2058800000.00%,(KHO) Cam Lâm 2,Shopee-Bulky,10-20kg,10
2026-08-02,NTB,Ninh Thuận,Huyện Thuận Bắc,Xã Công Hải,2286100000.00%,(NTH) Phan Rang,Shopee-Bulky,10-20kg,3
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Đạ Ròn,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,10-20kg,4
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Thị trấn Cam Đức,2058800000.00%,(KHO) Cam Lâm 2,SME,10-20kg,3
2026-08-02,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Thành,2301500000.00%,(LDO) Bảo Lâm 3,SME,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Ka Đô,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So,2059000000.00%,(DNO) Tuy Đức,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Thị trấn D'Ran,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,10-20kg,3
2026-08-02,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Thị trấn Thuận Nam,2106500000.00%,(BTH) Hàm Thuận Nam,SME,10-20kg,2
2026-08-02,NTB,Ninh Thuận,Huyện Thuận Bắc,Xã Bắc Phong,2286100000.00%,(NTH) Phan Rang,SME,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Giang Ly,2055800000.00%,(KHO) Khánh Vĩnh,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Thành Bắc,2058800000.00%,(KHO) Cam Lâm 2,SME,10-20kg,2
2026-08-02,NTB,Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Mỹ Bình,2286100000.00%,(NTH) Phan Rang,SME,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Đạ M'ri,189600.00%,(LDO) Đạ Huoai,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Lạc Lâm,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Đạ Oai,189600.00%,(LDO) Đạ Huoai,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Ka Đô,2137700000.00%,(LDO) Đơn Dương,SME,10-20kg,2
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Nam,2058800000.00%,(KHO) Cam Lâm 2,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Thị trấn Thuận Nam,2106500000.00%,(BTH) Hàm Thuận Nam,Shopee-Bulky,10-20kg,3
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Thị trấn D'Ran,2137700000.00%,(LDO) Đơn Dương,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Mỹ Đông,2286100000.00%,(NTH) Phan Rang,Shopee-Bulky,10-20kg,5
2026-08-02,NTB,Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Mỹ Bình,2286100000.00%,(NTH) Phan Rang,Shopee-Bulky,10-20kg,4
2026-08-02,NTB,Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Đài Sơn,2286100000.00%,(NTH) Phan Rang,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Ma Đa Guôi,189600.00%,(LDO) Đạ Huoai,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Ma Đa Guôi,189600.00%,(LDO) Đạ Huoai,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Tu Tra,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,10-20kg,7
2026-08-02,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Quảng Lập,2137700000.00%,(LDO) Đơn Dương,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Đạ Ploa,189600.00%,(LDO) Đạ Huoai,SME,10-20kg,2
2026-08-02,NTB,Ninh Thuận,Huyện Thuận Bắc,Xã Bắc Phong,2286100000.00%,(NTH) Phan Rang,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Văn Hải,2286100000.00%,(NTH) Phan Rang,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Hà Lâm,189600.00%,(LDO) Đạ Huoai,Shopee-Bulky,10-20kg,3
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Thị trấn Cam Đức,2058800000.00%,(KHO) Cam Lâm 2,TTS-nhỏ,10-20kg,2
2026-08-02,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Tân Lạc,2301500000.00%,(LDO) Bảo Lâm 3,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Bắc,2058800000.00%,(KHO) Cam Lâm 2,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Thọ,2156900000.00%,(KHO) Đông Ninh Hòa,TTS-nhỏ,10-20kg,1
2026-08-02,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Đức Phổ,2066900000.00%,(LDO) Cát Tiên,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Ninh Thuận,Huyện Thuận Nam,Xã Phước Minh,2235700000.00%,(NTH) Thuận Nam,Shopee-Bulky,10-20kg,3
2026-08-02,NTB,Ninh Thuận,Huyện Thuận Nam,Xã Phước Dinh,2049900000.00%,(NTH) Phước Dinh,SME,10-20kg,5
2026-08-02,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thái,2049900000.00%,(NTH) Phước Dinh,Shopee-Bulky,10-20kg,1
2026-08-02,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Mũi Né,2014400000.00%,(BTH) Mũi Né,Shopee-Bulky,10-20kg,6
2026-08-02,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Đồng Nai Thượng,2066900000.00%,(LDO) Cát Tiên,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Khánh Hòa,Huyện Diên Khánh,Xã Xuân Đồng,2279300000.00%,(KHO) Diên Thọ,Shopee-Bulky,10-20kg,2
2026-08-02,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phước Hải,2236300000.00%,(KHO) Nam Nha Trang 3,SME,10-20kg,10
