hen_lay,region_shortname,province_name,district_name,ward_name,deliver_warehouse_id,warehouse_name,nhom_kh,nhom_kl,so_don
2026-07-27,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Thị trấn Phú Long,2140300000.00%,(BTH) Hàm Liêm,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Đắk Nông,Huyện Đắk Glong,Xã Đắk Ha,2115000000.00%,(DNO) Quảng Sơn,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Lâm Đồng,Huyện Lâm Hà,Xã Nam Hà,2145800000.00%,(LDO) Nam Ban Lâm Hà,Shopee-Bulky,10-20kg,6
2026-07-27,NTB,Bình Thuận,Huyện đảo Phú Quý,Xã Ngũ Phụng,2245200000.00%,(BTH) Phú Quý,Khác,10-20kg,1
2026-07-27,NTB,Đắk Nông,Thành phố Gia Nghĩa,Xã Đăk R'Moan,2224200000.00%,(DNO) Bắc Gia Nghĩa,SME,10-20kg,5
2026-07-27,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Liêm,2140300000.00%,(BTH) Hàm Liêm,TTS-nhỏ,10-20kg,2
2026-07-27,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Quảng Sơn,2031600000.00%,(NTH) Ninh Sơn,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Đắk Nông,Huyện Đắk Song,Xã Đắk Môl,2147700000.00%,(DNO) Đức An,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Ninh Thuận,Huyện Thuận Bắc,Xã Công Hải,2286100000.00%,(NTH) Phan Rang,TTS-nhỏ,10-20kg,2
2026-07-27,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Chính,2140300000.00%,(BTH) Hàm Liêm,Shopee-Bulky,10-20kg,6
2026-07-27,NTB,Bình Thuận,Huyện Tuy Phong,Xã Hòa Minh,2254900000.00%,(BTH) Phan Rí Cửa,SME,10-20kg,3
2026-07-27,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Thành,2301500000.00%,(LDO) Bảo Lâm 3,TTS-nhỏ,10-20kg,2
2026-07-27,NTB,Bình Thuận,Huyện Hàm Tân,Thị trấn Tân Nghĩa,2068700000.00%,(BTH) Hàm Tân,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Đắk Nông,Huyện Đắk Mil,Xã Thuận An,230900.00%,(DNO) Đức Lập,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Đô Vinh,2015000000.00%,(NTH) Bảo An,TTS-nhỏ,10-20kg,2
2026-07-27,NTB,Bình Thuận,Huyện Bắc Bình,Xã Phan Điền,2063300000.00%,(BTH) Bắc Bình,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Thị trấn Phú Long,2140300000.00%,(BTH) Hàm Liêm,Shopee-Bulky,10-20kg,7
2026-07-27,NTB,Đắk Nông,Thành phố Gia Nghĩa,Phường Nghĩa Tân,2204800000.00%,(DNO) Đông Gia Nghĩa,Shopee-Bulky,10-20kg,5
2026-07-27,NTB,Lâm Đồng,Huyện Đam Rông,Xã Phi Liêng,2067000000.00%,(LDO) Đam Rông 3,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Bình Thuận,Huyện Tánh Linh,Xã Gia Huynh,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,10-20kg,4
2026-07-27,NTB,Lâm Đồng,Huyện Lạc Dương,Xã Đạ Sar,2205100000.00%,(LDO) Lang Biang - Đà Lạt 1,Shopee-nhỏ,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Hiệp An,2225500000.00%,(LDO) Hiệp Thạnh,TTS-nhỏ,10-20kg,3
2026-07-27,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Trực,2059000000.00%,(DNO) Tuy Đức,Khác,10-20kg,1
2026-07-27,NTB,Bình Thuận,Huyện Bắc Bình,Xã Bình An,2063300000.00%,(BTH) Bắc Bình,SME,10-20kg,2
2026-07-27,NTB,Bình Thuận,Thị xã La Gi,Phường Phước Hội,2159400000.00%,(BTH) Phước Hội,SME,10-20kg,2
2026-07-27,NTB,Đắk Nông,Huyện Đắk Song,Xã Thuận Hạnh,2147700000.00%,(DNO) Đức An,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Lộc Thọ,2049500000.00%,(KHO) Nha Trang,Shopee-nhỏ,10-20kg,1
2026-07-27,NTB,Đắk Nông,Huyện Đắk Glong,Xã Đắk Som,2136400000.00%,(DNO) Quảng Khê,SME,10-20kg,6
2026-07-27,NTB,Lâm Đồng,Huyện Lâm Hà,Thị trấn Đinh Văn,2129400000.00%,(LDO) Đinh Văn Lâm Hà,Shopee-Bulky,10-20kg,8
2026-07-27,NTB,Đắk Nông,Huyện Đắk Glong,Xã Đắk Som,2136400000.00%,(DNO) Quảng Khê,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Đắk Nông,Huyện Đắk Song,Xã Nam Bình,2147700000.00%,(DNO) Đức An,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Huyện Đam Rông,Xã Đạ Long,2067000000.00%,(LDO) Đam Rông 3,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Đam Rông,Xã Đạ Rsal,2067000000.00%,(LDO) Đam Rông 3,SME,10-20kg,2
2026-07-27,NTB,Bình Thuận,Huyện Tánh Linh,Xã Đức Phú,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Bình Thuận,Huyện Hàm Tân,Thị trấn Tân Nghĩa,2068700000.00%,(BTH) Hàm Tân,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Suối Cát,2133100000.00%,(KHO) Cam Lâm 1,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Bình Thuận,Huyện Tánh Linh,Xã Đức Thuận,235700.00%,(BTH) Đồng Kho,SME,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 7,2205100000.00%,(LDO) Lang Biang - Đà Lạt 1,SME,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Thành phố Bảo Lộc,Xã Lộc Châu,2146800000.00%,(LDO) 3 Bảo Lộc,Shopee-Bulky,10-20kg,4
2026-07-27,NTB,Lâm Đồng,Huyện Di Linh,Xã Tân Thượng,2094200000.00%,(LDO) Di Linh,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Hiệp Thạnh,2225500000.00%,(LDO) Hiệp Thạnh,Shopee-Bulky,10-20kg,6
2026-07-27,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Tân,2146800000.00%,(LDO) 3 Bảo Lộc,SME,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Đức Trọng,Thị trấn Liên Nghĩa,2151600000.00%,(LDO) Đức Trọng 2,Shopee-Bulky,10-20kg,18
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Lạc Đạo,2159400000.00%,(BTH) Phước Hội,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Bình Thuận,Huyện Hàm Tân,Xã Thắng Hải,2159400000.00%,(BTH) Phước Hội,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Bắc,2058800000.00%,(KHO) Cam Lâm 2,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Suối Tân,2133100000.00%,(KHO) Cam Lâm 1,Shopee-Bulky,10-20kg,4
2026-07-27,NTB,Lâm Đồng,Thành phố Bảo Lộc,Xã Đại Lào,2146800000.00%,(LDO) 3 Bảo Lộc,SME,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Tân Hội,2238900000.00%,(LDO) Đức Trọng 1,SME,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Tân,2133100000.00%,(KHO) Cam Lâm 1,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Tân,2146800000.00%,(LDO) 3 Bảo Lộc,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Hiệp An,2225500000.00%,(LDO) Hiệp Thạnh,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Đắk Nông,Thành phố Gia Nghĩa,Xã Đắk Nia,2204800000.00%,(DNO) Đông Gia Nghĩa,SME,10-20kg,3
2026-07-27,NTB,Đắk Nông,Thành phố Gia Nghĩa,Phường Nghĩa Tân,2204800000.00%,(DNO) Đông Gia Nghĩa,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,TTS-nhỏ,10-20kg,2
2026-07-27,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Thuận Hòa,2248300000.00%,(BTH) Hàm Thuận,SME,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 1,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,SME,10-20kg,4
2026-07-27,NTB,Lâm Đồng,Huyện Di Linh,Xã Gia Hiệp,2094200000.00%,(LDO) Di Linh,SME,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 5,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,TTS-nhỏ,10-20kg,2
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Hài,2132000000.00%,(BTH) Phú Thủy,SME,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 11,2211600000.00%,(LDO) Xuân Trường - Đà Lạt,Shopee-Bulky,10-20kg,9
2026-07-27,NTB,Lâm Đồng,Huyện Đơn Dương,Xã Lạc Xuân,2137700000.00%,(LDO) Đơn Dương,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Quảng,2222200000.00%,(LDO) Bảo Lâm 1,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Thị trấn Thuận Nam,2106500000.00%,(BTH) Hàm Thuận Nam,SME,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 5,2168700000.00%,(LDO) Lang Biang - Đà Lạt 2,Shopee-nhỏ,10-20kg,1
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Xuân An,2132000000.00%,(BTH) Phú Thủy,Shopee-Bulky,10-20kg,10
2026-07-27,NTB,Đắk Nông,Huyện Đắk R lấp,Thị trấn Kiến Đức,2026900000.00%,(DNO) Kiến Đức,SME,10-20kg,3
2026-07-27,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Ninh Loan,2084900000.00%,(LDO) Ninh Gia,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Hòa Sơn,2031600000.00%,(NTH) Ninh Sơn,SME,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Sơn Tân,2133100000.00%,(KHO) Cam Lâm 1,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Bà Gia,189600.00%,(LDO) Đạ Huoai,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Ninh Loan,2084900000.00%,(LDO) Ninh Gia,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Đắk Nông,Huyện Đắk Glong,Xã Đắk Plao,2136400000.00%,(DNO) Quảng Khê,SME,10-20kg,1
2026-07-27,NTB,Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Xã Thành Hải,2015000000.00%,(NTH) Bảo An,Khác,10-20kg,1
2026-07-27,NTB,Bình Thuận,Huyện Tánh Linh,Xã Nghị Đức,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,Shopee-Bulky,10-20kg,16
2026-07-27,NTB,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Thành,2078500000.00%,(LDO) B'Lao,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Bình Thuận,Huyện Bắc Bình,Xã Hòa Thắng,2293400000.00%,(BTH) Lương Sơn,SME,10-20kg,5
2026-07-27,NTB,Đắk Nông,Huyện Đắk Glong,Xã Đắk R'Măng,2115000000.00%,(DNO) Quảng Sơn,SME,10-20kg,4
2026-07-27,NTB,Lâm Đồng,Huyện Di Linh,Xã Tân Lâm,2094200000.00%,(LDO) Di Linh,Shopee-Bulky,10-20kg,5
2026-07-27,NTB,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Lợi,2283000000.00%,(KHO) Cam Linh,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,SME,10-20kg,2
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Xuân An,2140300000.00%,(BTH) Hàm Liêm,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Huyện Diên Khánh,Xã Diên An,2277400000.00%,(KHO) Diên Khánh 1,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Khánh Hòa,Huyện Vạn Ninh,Xã Vạn Hưng,2104600000.00%,(KHO) Vạn Ninh,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Thành phố Bảo Lộc,Phường 1,2078500000.00%,(LDO) B'Lao,Shopee-Bulky,10-20kg,7
2026-07-27,NTB,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Phú,2283000000.00%,(KHO) Cam Linh,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Đắk Nông,Huyện Đắk Mil,Thị trấn Đắk Mil,230900.00%,(DNO) Đức Lập,SME,10-20kg,4
2026-07-27,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Phú,2055800000.00%,(KHO) Khánh Vĩnh,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Tài,2139600000.00%,(BTH) Hàm Thắng,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Thành phố Bảo Lộc,Phường 1,2078500000.00%,(LDO) B'Lao,SME,10-20kg,1
2026-07-27,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Hàm Minh,2106500000.00%,(BTH) Hàm Thuận Nam,Shopee-Bulky,10-20kg,4
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Lạc Đạo,2139600000.00%,(BTH) Hàm Thắng,Shopee-Bulky,10-20kg,5
2026-07-27,NTB,Ninh Thuận,Huyện Thuận Bắc,Xã Bắc Sơn,2286100000.00%,(NTH) Phan Rang,TTS-nhỏ,10-20kg,2
2026-07-27,NTB,Đắk Nông,Huyện Đắk Song,Xã Đắk Hòa,2147700000.00%,(DNO) Đức An,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Giang,2054300000.00%,(KHO) Ninh Hòa 2,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hồng Liêm,2248300000.00%,(BTH) Hàm Thuận,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 12,2231200000.00%,(LDO) Lâm Viên - Đà Lạt 1,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Di Linh,Xã Tân Châu,2094200000.00%,(LDO) Di Linh,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Khánh Hòa,Huyện Vạn Ninh,Xã Vạn Bình,2104600000.00%,(KHO) Vạn Ninh,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 12,2231200000.00%,(LDO) Lâm Viên - Đà Lạt 1,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 3,2112600000.00%,(LDO) Xuân Hương - Đà Lạt,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Thượng,2069400000.00%,(KHO) Ninh Hòa 1,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Huyện Vạn Ninh,Xã Vạn Thắng,2104600000.00%,(KHO) Vạn Ninh,SME,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Di Linh,Xã Đinh Lạc,2094200000.00%,(LDO) Di Linh,Shopee-Bulky,10-20kg,6
2026-07-27,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Phú,2054300000.00%,(KHO) Ninh Hòa 2,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 10,2231200000.00%,(LDO) Lâm Viên - Đà Lạt 1,Shopee-Bulky,10-20kg,23
2026-07-27,NTB,Khánh Hòa,Huyện Vạn Ninh,Xã Vạn Hưng,2104600000.00%,(KHO) Vạn Ninh,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Di Linh,Thị trấn Di Linh,2094200000.00%,(LDO) Di Linh,Shopee-Bulky,10-20kg,8
2026-07-27,NTB,Lâm Đồng,Huyện Di Linh,Xã Đinh Trang Thượng,2094200000.00%,(LDO) Di Linh,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Nghĩa,2147900000.00%,(KHO) Bắc Cam Ranh,SME,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Huyện Di Linh,Xã Đinh Trang Thượng,2094200000.00%,(LDO) Di Linh,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Nhân Cơ,2026900300.00%,(DNO) Nhân Cơ,Shopee-Bulky,10-20kg,4
2026-07-27,NTB,Khánh Hòa,Thành phố Cam Ranh,Xã Cam Thịnh Đông,2283000000.00%,(KHO) Cam Linh,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 3,2112600000.00%,(LDO) Xuân Hương - Đà Lạt,SME,10-20kg,4
2026-07-27,NTB,Khánh Hòa,Thành phố Cam Ranh,Phường Ba Ngòi,2283000000.00%,(KHO) Cam Linh,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Quang,2054300000.00%,(KHO) Ninh Hòa 2,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Huyện Lâm Hà,Xã Đông Thanh,2145800000.00%,(LDO) Nam Ban Lâm Hà,TTS-nhỏ,10-20kg,3
2026-07-27,NTB,Đắk Nông,Huyện Đắk Glong,Xã Quảng Sơn,2115000000.00%,(DNO) Quảng Sơn,Shopee-Bulky,10-20kg,8
2026-07-27,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Nhân Cơ,2026900300.00%,(DNO) Nhân Cơ,Shopee-nhỏ,10-20kg,3
2026-07-27,NTB,Bình Thuận,Huyện Tánh Linh,Xã Huy Khiêm,235700.00%,(BTH) Đồng Kho,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Lâm Đồng,Thành phố Đà Lạt,Phường 9,2231200000.00%,(LDO) Lâm Viên - Đà Lạt 1,Shopee-Bulky,10-20kg,16
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Xã Phong Nẫm,2139600000.00%,(BTH) Hàm Thắng,Shopee-Bulky,10-20kg,4
2026-07-27,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Bình Thạnh,2129400000.00%,(LDO) Đinh Văn Lâm Hà,SME,10-20kg,2
2026-07-27,NTB,Bình Thuận,Huyện Bắc Bình,Xã Hòa Thắng,2293400000.00%,(BTH) Lương Sơn,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Trinh,2139600000.00%,(BTH) Hàm Thắng,Shopee-Bulky,10-20kg,16
2026-07-27,NTB,Đắk Nông,Huyện Đắk Mil,Xã Đắk R'La,230900.00%,(DNO) Đức Lập,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Xã Phong Nẫm,2139600000.00%,(BTH) Hàm Thắng,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Phụng,2069400000.00%,(KHO) Ninh Hòa 1,SME,10-20kg,2
2026-07-27,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Drô,2059100000.00%,(DNO) Krông Nô,SME,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Đạ Huoai,Xã Hà Lâm,189600.00%,(LDO) Đạ Huoai,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Phú Hài,2132000000.00%,(BTH) Phú Thủy,Shopee-Bulky,10-20kg,11
2026-07-27,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Drô,2059100000.00%,(DNO) Krông Nô,Shopee-Bulky,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Đạ Tẻh,Xã Mỹ Đức,2066300000.00%,(LDO) Đạ Tẻh,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Thắng,2140300000.00%,(BTH) Hàm Liêm,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Ngọc,2032000000.00%,(KHO) Tây Nha Trang,Shopee-Bulky,10-20kg,19
2026-07-27,NTB,Lâm Đồng,Huyện Di Linh,Xã Hòa Nam,2275900000.00%,(LDO) Hòa Ninh,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Lâm Đồng,Huyện Đạ Huoai,Thị trấn Đạ M'ri,189600.00%,(LDO) Đạ Huoai,SME,10-20kg,3
2026-07-27,NTB,Khánh Hòa,Huyện Diên Khánh,Xã Diên An,2277400000.00%,(KHO) Diên Khánh 1,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Bình Thuận,Huyện Tuy Phong,Xã Phan Dũng,2129800000.00%,(BTH) Liên Hương,SME,10-20kg,1
2026-07-27,NTB,Đắk Nông,Huyện Krông Nô,Xã Buôn Choah,2059100000.00%,(DNO) Krông Nô,SME,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Thành phố Cam Ranh,Xã Cam Bình,2283000000.00%,(KHO) Cam Linh,Shopee-Bulky,10-20kg,7
2026-07-27,NTB,Bình Thuận,Huyện Hàm Tân,Thị trấn Tân Minh,2068700000.00%,(BTH) Hàm Tân,Shopee-Bulky,10-20kg,4
2026-07-27,NTB,Lâm Đồng,Huyện Di Linh,Xã Hòa Bắc,2275900000.00%,(LDO) Hòa Ninh,SME,10-20kg,2
2026-07-27,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Xuân,2069400000.00%,(KHO) Ninh Hòa 1,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Lâm Đồng,Huyện Đức Trọng,Xã Ninh Gia,2084900000.00%,(LDO) Ninh Gia,SME,10-20kg,2
2026-07-27,NTB,Đắk Nông,Huyện Đắk Glong,Xã Đắk R'Măng,2115000000.00%,(DNO) Quảng Sơn,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Đắk Nông,Huyện Đắk Mil,Xã Đắk Sắk,230900.00%,(DNO) Đức Lập,SME,10-20kg,3
2026-07-27,NTB,Đắk Nông,Huyện Krông Nô,Thị trấn Đắk Mâm,2059100000.00%,(DNO) Krông Nô,Shopee-Bulky,10-20kg,4
2026-07-27,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Thượng,2069400000.00%,(KHO) Ninh Hòa 1,SME,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Thành phố Bảo Lộc,Phường Lộc Sơn,2078500000.00%,(LDO) B'Lao,SME,10-20kg,1
2026-07-27,NTB,Bình Thuận,Huyện Hàm Thuận Bắc,Xã Thuận Minh,2248300000.00%,(BTH) Hàm Thuận,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Thân,2069400000.00%,(KHO) Ninh Hòa 1,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Bình Thuận,Huyện Bắc Bình,Thị trấn Lương Sơn,2293400000.00%,(BTH) Lương Sơn,SME,10-20kg,2
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Đức Nghĩa,2139600000.00%,(BTH) Hàm Thắng,SME,10-20kg,1
2026-07-27,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Nhân Đạo,2026900300.00%,(DNO) Nhân Cơ,SME,10-20kg,1
2026-07-27,NTB,Bình Thuận,Huyện Bắc Bình,Xã Sông Lũy,2293400000.00%,(BTH) Lương Sơn,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Lạc Đạo,2139600000.00%,(BTH) Hàm Thắng,Shopee-nhỏ,10-20kg,1
2026-07-27,NTB,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Thuận,2283000000.00%,(KHO) Cam Linh,Shopee-Bulky,10-20kg,3
2026-07-27,NTB,Khánh Hòa,Thành phố Cam Ranh,Phường Cam Lộc,2283000000.00%,(KHO) Cam Linh,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Đắk Nông,Huyện Đắk Mil,Xã Đắk Gằn,230900.00%,(DNO) Đức Lập,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Bình Thuận,Thành phố Phan Thiết,Phường Lạc Đạo,2139600000.00%,(BTH) Hàm Thắng,SME,10-20kg,2
2026-07-27,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Phụng,2069400000.00%,(KHO) Ninh Hòa 1,TTS-nhỏ,10-20kg,1
2026-07-27,NTB,Lâm Đồng,Huyện Di Linh,Xã Hòa Nam,2275900000.00%,(LDO) Hòa Ninh,SME,10-20kg,3
2026-07-27,NTB,Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Lập,2068700000.00%,(BTH) Hàm Tân,Shopee-Bulky,10-20kg,6
2026-07-27,NTB,Lâm Đồng,Huyện Di Linh,Xã Hòa Bắc,2275900000.00%,(LDO) Hòa Ninh,Shopee-Bulky,10-20kg,2
2026-07-27,NTB,Đắk Nông,Huyện Krông Nô,Xã Nâm N'Đir,2059100000.00%,(DNO) Krông Nô,SME,10-20kg,3
2026-07-27,NTB,Đắk Nông,Huyện Đắk Mil,Xã Đức Minh,230900.00%,(DNO) Đức Lập,Shopee-Bulky,10-20kg,7
2026-07-27,NTB,Đắk Nông,Huyện Krông Nô,Xã Nam Đà,2059100000.00%,(DNO) Krông Nô,SME,10-20kg,2
