Mã bưu cục,Mã đơn hàng,Loại đơn,Khách hàng,Trạng thái,Thời gian tồn đọng,warehouse_name
20687000,GYYK77YC,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(BTH) Hàm Tân
20687000,GYYKKLHQ,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,(BTH) Hàm Tân
20543000,VNGH80452929102,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(KHO) Ninh Hòa 2
21290000,GYY3AEQX,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,(BTH) Tuyên Quang
20543000,VNGH80898739104,Luân chuyển trả,TTS,Không cần đóng kiện,6_12,(KHO) Ninh Hòa 2
21150000,GYYNYCQU,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Quảng Sơn
20543000,VNGH80321449104,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(KHO) Ninh Hòa 2
20543000,VNGH80448049107,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(KHO) Ninh Hòa 2
21290000,VNGH80912959305,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,(BTH) Tuyên Quang
21290000,GY8RH9QW,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21294000,GYY9YKGF,Luân chuyển trả,OTHER,Không cần đóng kiện,6_12,(LDO) Đinh Văn Lâm Hà
20269000,GYYTCG3M,Luân chuyển trả,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20269000,GYY6MMVA,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Kiến Đức
20269000,GYY6MBHB,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Kiến Đức
20269000,GYYBPBVQ,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Kiến Đức
20269000,GYYPWRFC,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Kiến Đức
21046000,VNGH80626349105,Luân chuyển trả,TTS,Không cần đóng kiện,6_12,(KHO) Vạn Ninh
20269000,GYY38N8R,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Kiến Đức
21046000,VNGH80319719106,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(KHO) Vạn Ninh
20591000,VNGH80980059106,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Krông Nô
21046000,VNGH80598579102,Luân chuyển trả,TTS,Không cần đóng kiện,6_12,(KHO) Vạn Ninh
20591000,VNGH80344389105,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Krông Nô
21046000,GYY3MEYF,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(KHO) Vạn Ninh
21294000,GYYVN6R6,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Đinh Văn Lâm Hà
21294000,GYYD7M7W,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Đinh Văn Lâm Hà
21294000,GYYDP7GB,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Đinh Văn Lâm Hà
21294000,GYYPFUMC,Luân chuyển trả,OTHER,Không cần đóng kiện,6_12,(LDO) Đinh Văn Lâm Hà
21294000,S101017140O70270,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Đinh Văn Lâm Hà
21298000,GYYWTYFA,Luân chuyển trả,OTHER,Chưa đóng kiện,0_6,(BTH) Liên Hương
21294000,GYYPVHUA,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Đinh Văn Lâm Hà
21298000,GYYVDRRR,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Liên Hương
21290000,GYYCWNBK,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYV8QCD,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYY6TC4B,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYNDM4V,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYNPH8Q,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
20269000,GYYTBXA3,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Kiến Đức
20269000,GYYT7HWA,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Kiến Đức
21290000,GYYNAUFL,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYNEQXU,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYDFKPM,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYDGCL7,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYDU7X7,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYDP9FU,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYD3XRT,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYD8YA7,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYPFKLT,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYPFH3R,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYP7KC4,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
20269000,GYYWUCEC,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Kiến Đức
21046000,GYY6ABAN,Luân chuyển trả,OTHER,Không cần đóng kiện,12_24,(KHO) Vạn Ninh
20269000,GYYXRXTA,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20591000,VNGH80849639107,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Krông Nô
20269000,GYYA3PKB,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20269000,GYYXRA4Q,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20591000,VNGH80062739010,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Krông Nô
20591000,VNGH80704459106,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Krông Nô
21046000,GYYB8XT8,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,(KHO) Vạn Ninh
21046000,GYY4VP9A,Luân chuyển trả,OTHER,Không cần đóng kiện,12_24,(KHO) Vạn Ninh
21046000,GYY4WPLB,Luân chuyển trả,OTHER,Không cần đóng kiện,12_24,(KHO) Vạn Ninh
20269000,GYYXRAAQ,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20591000,VNGH80749469106,Luân chuyển trả,TTS,Không cần đóng kiện,6_12,(DNO) Krông Nô
20591000,VNGH80906379101,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Krông Nô
20591000,VNGH80895399103,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Krông Nô
20269000,GYYA3PLP,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20591000,VNGH80844459105,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Krông Nô
20269000,GYYA3VPL,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20269000,GYYXRXBG,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20499000,VNGH80379479108,Luân chuyển trả,TTS,Không cần đóng kiện,6_12,(NTH) Phước Dinh
20499000,VNGH80606409107,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(NTH) Phước Dinh
20499000,VNGH80744109102,Luân chuyển trả,TTS,Không cần đóng kiện,6_12,(NTH) Phước Dinh
20495000,GYYDMPPB,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20495000,GYYBLQAF,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20495000,GYYBFLUE,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
21290000,GYYPGA8E,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
20495000,GYYB79F7,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20670000,GYYPWCEB,Luân chuyển trả,OTHER,Không cần đóng kiện,12_24,(LDO) Đam Rông 3
20670000,GYYGWYAG,Luân chuyển trả,OTHER,Đã đóng kiện,24_36,(LDO) Đam Rông 3
21290000,GYYPCDQV,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
20495000,GYYBCNFB,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
21290000,GYYPPALD,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
20495000,GYYBCWLP,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
21290000,GYYPWQ9Q,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,GYYB9G3Q,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
20495000,GYYBCARG,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20670000,GYYNR9FA,Luân chuyển trả,OTHER,Đã đóng kiện,24_36,(LDO) Đam Rông 3
21290000,VNGH80461079203,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
20670000,GYYDNANY,Luân chuyển trả,OTHER,Đã đóng kiện,24_36,(LDO) Đam Rông 3
20785000,GYY6UFKN,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) B'Lao
20670000,VNGH80978999102,Luân chuyển trả,TTS,Chưa đóng kiện,24_36,(LDO) Đam Rông 3
20785000,GYYNQ7AR,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) B'Lao
20785000,GYYN7R4L,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) B'Lao
20785000,GYYNNFYC,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) B'Lao
20670000,VNGH80359209105,Luân chuyển trả,TTS,Chưa đóng kiện,24_36,(LDO) Đam Rông 3
20670000,VNGH80227049103,Luân chuyển trả,TTS,Chưa đóng kiện,24_36,(LDO) Đam Rông 3
21290000,VNGH80619509108,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
20785000,GYYNTQXK,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) B'Lao
21290000,VNGH80299649103,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
21290000,VNGH80627139108,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
20785000,GYYN8M3W,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) B'Lao
20785000,GYYDFLG4,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) B'Lao
20785000,GYYDF9DU,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) B'Lao
20687000,GYYXLHNM_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,12_24,(BTH) Hàm Tân
20143000,GYYHUUB6,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Diên Khánh 2
20785000,GYYDU93K,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) B'Lao
20543000,VNGH80381489106,Luân chuyển trả,TTS,Không cần đóng kiện,6_12,(KHO) Ninh Hòa 2
20320000,GYYDYYYY,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Tây Nha Trang
21298000,GYYD9XLT,Luân chuyển trả,OTHER,Không cần đóng kiện,6_12,(BTH) Liên Hương
21294000,GYYPPC94,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Đinh Văn Lâm Hà
20316000,VNGH80213769106,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(NTH) Ninh Sơn
21046000,GYY4HYGW,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,(KHO) Vạn Ninh
21126000,GYYTG4TV,Luân chuyển giao,SHOPEE,Chưa đóng kiện,0_6,(LDO) Xuân Hương - Đà Lạt
20849000,GYYBHVHD,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Ninh Gia
20591000,VNGH80987219105,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Krông Nô
20499000,VNGH80137369106,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(NTH) Phước Dinh
20269000,GYYA3U8B,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
2309,GYYPCQWE,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Đức Lập
21150000,GYYNMPE9,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Quảng Sơn
20495000,GYYB6CCC,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20269000,GYYA3G36,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20269000,GYYA3DUY,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
21126000,VNGH80463709301,Luân chuyển giao,TTS,Chưa đóng kiện,0_6,(LDO) Xuân Hương - Đà Lạt
20499000,GYYDW7NY,Luân chuyển trả,OTHER,Không cần đóng kiện,12_24,(NTH) Phước Dinh
2309,GYYP6TDA,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Đức Lập
2309,GYYB9WR6,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Đức Lập
20269000,GYYA3N6R,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20499000,GYY3AN4G,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,(NTH) Phước Dinh
20269000,GYYA39GP,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20499000,GYYTXCLU,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(NTH) Phước Dinh
20269000,GYYA3BWY,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20499000,GYYTYV8U,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(NTH) Phước Dinh
20269000,GYYA36UV,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20499000,GYY47UDG,Luân chuyển trả,SHOPEE,Không cần đóng kiện,12_24,(NTH) Phước Dinh
20499000,GYYWW6BV,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(NTH) Phước Dinh
20499000,GYYWR64R,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(NTH) Phước Dinh
20499000,GYYTMXNP,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(NTH) Phước Dinh
20269000,GYYA33RL,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20269000,GYYA36TD,Luân chuyển giao,SHOPEE,Không cần đóng kiện,6_12,(DNO) Kiến Đức
20269000,GYYANQAK,Luân chuyển giao,OTHER,Chưa đóng kiện,6_12,(DNO) Kiến Đức
2309,VNGH80991259110,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Đức Lập
20269000,GYYAR9WG,Luân chuyển giao,OTHER,Không cần đóng kiện,6_12,(DNO) Kiến Đức
2309,VNGH80867519109,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Đức Lập
20269000,GYYXR339,Luân chuyển giao,SHOPEE,Chưa đóng kiện,12_24,(DNO) Kiến Đức
20269000,GYYXRBHX,Luân chuyển giao,SHOPEE,Chưa đóng kiện,12_24,(DNO) Kiến Đức
21126000,GYYX87LD,Luân chuyển giao,OTHER,Chưa đóng kiện,0_6,(LDO) Xuân Hương - Đà Lạt
21126000,GYY9PK9N,Luân chuyển trả,OTHER,Không cần đóng kiện,6_12,(LDO) Xuân Hương - Đà Lạt
2309,VNGH80031909108,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Đức Lập
2309,VNGH80100439108,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Đức Lập
21126000,GYYV3ABG,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Xuân Hương - Đà Lạt
21126000,GYY6N7CF,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Xuân Hương - Đà Lạt
21126000,GYY6X7MH,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Xuân Hương - Đà Lạt
21126000,GYYD7UGF,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Xuân Hương - Đà Lạt
21126000,VNGH80973149008,Luân chuyển trả,TTS,Không cần đóng kiện,6_12,(LDO) Xuân Hương - Đà Lạt
2309,VNGH80779779107,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Đức Lập
2309,VNGH80487439107,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Đức Lập
2309,VNGH80156429104,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Đức Lập
20942000,GYYPV7R3,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Di Linh
21290000,VNGH80191059110,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(BTH) Tuyên Quang
20687000,GYYWFVQA,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(BTH) Hàm Tân
20143000,GYY4RPG6,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(KHO) Diên Khánh 2
21294000,GYYPHQ7P,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Đinh Văn Lâm Hà
20785000,GYYD33QA,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) B'Lao
20320000,GYYDYELX,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Tây Nha Trang
21298000,GYYDTFUG,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(BTH) Liên Hương
20591000,VNGH80235199103,Luân chuyển trả,TTS,Không cần đóng kiện,6_12,(DNO) Krông Nô
20849000,GYY3AU73,Luân chuyển trả,SHOPEE,Không cần đóng kiện,6_12,(LDO) Ninh Gia
20316000,VNGH80317479106,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(NTH) Ninh Sơn
21046000,GYYTWELV,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,(KHO) Vạn Ninh
21150000,GYYDH88L,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Quảng Sơn
20543000,GYYD98NF,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,(KHO) Ninh Hòa 2
20495000,NVS842917419,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20670000,VNGH80214539008,Luân chuyển trả,TTS,Đã đóng kiện,24_36,(LDO) Đam Rông 3
20499000,GYYWP3Y8,Luân chuyển trả,SHOPEE,Không cần đóng kiện,12_24,(NTH) Phước Dinh
20495000,GYYBBGTQ,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20495000,GYYB39KY,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20495000,GYYBK3XX,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20670000,VNGH80557669010,Luân chuyển trả,TTS,Không cần đóng kiện,24_36,(LDO) Đam Rông 3
20495000,FHS38492553,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20670000,VNGH80984259103,Luân chuyển trả,TTS,Không cần đóng kiện,24_36,(LDO) Đam Rông 3
20670000,VNGH80446599003,Luân chuyển trả,TTS,Chưa đóng kiện,24_36,(LDO) Đam Rông 3
20670000,VNGH80265169003,Luân chuyển trả,TTS,Chưa đóng kiện,24_36,(LDO) Đam Rông 3
20269000,GYYAFXMQ,Luân chuyển giao,OTHER,Chưa đóng kiện,12_24,(DNO) Kiến Đức
2309,VNGH80959069103,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Đức Lập
2309,VNGH80512479105,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Đức Lập
2309,VNGH80429049107,Luân chuyển trả,TTS,Không cần đóng kiện,6_12,(DNO) Đức Lập
20670000,GYY46367,Luân chuyển trả,OTHER,Đã đóng kiện,24_36,(LDO) Đam Rông 3
2309,VNGH80425049102,Luân chuyển trả,TTS,Không cần đóng kiện,6_12,(DNO) Đức Lập
20670000,GYYDL6PP,Luân chuyển trả,OTHER,Đã đóng kiện,24_36,(LDO) Đam Rông 3
20670000,GYYW784N,Luân chuyển trả,OTHER,Đã đóng kiện,24_36,(LDO) Đam Rông 3
20670000,GYYDGDNT,Luân chuyển trả,OTHER,Chưa đóng kiện,24_36,(LDO) Đam Rông 3
20849000,GYY4U8XC,Luân chuyển trả,SHOPEE,Chưa đóng kiện,6_12,(LDO) Ninh Gia
20849000,GYYK8YVU,Luân chuyển trả,SHOPEE,Chưa đóng kiện,6_12,(LDO) Ninh Gia
20849000,GYYWUBEL,Luân chuyển trả,SHOPEE,Không cần đóng kiện,6_12,(LDO) Ninh Gia
20849000,GYYTT4YG,Luân chuyển trả,SHOPEE,Không cần đóng kiện,6_12,(LDO) Ninh Gia
20849000,GYYWGYAN,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Ninh Gia
20849000,GYYWUURF,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(LDO) Ninh Gia
20849000,GYY4U6EN_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,12_24,(LDO) Ninh Gia
20849000,GYYAFWUP,Luân chuyển giao,SHOPEE,Chưa đóng kiện,12_24,(LDO) Ninh Gia
20849000,GYYXNERR,Luân chuyển giao,OTHER,Chưa đóng kiện,12_24,(LDO) Ninh Gia
20849000,GYYXAPXY,Luân chuyển giao,SHOPEE,Không cần đóng kiện,12_24,(LDO) Ninh Gia
20849000,GYYA4MP9,Luân chuyển giao,OTHER,Chưa đóng kiện,12_24,(LDO) Ninh Gia
20849000,GYYA4E4M,Luân chuyển giao,OTHER,Chưa đóng kiện,12_24,(LDO) Ninh Gia
20849000,GYYAT6XD,Luân chuyển giao,OTHER,Chưa đóng kiện,12_24,(LDO) Ninh Gia
20849000,VNGH80638659107,Luân chuyển trả,TTS,Chưa đóng kiện,24_36,(LDO) Ninh Gia
20849000,GYY4CEWX,Luân chuyển trả,SHOPEE,Không cần đóng kiện,36_48,(LDO) Ninh Gia
20849000,GYYTFVQQ,Luân chuyển trả,SHOPEE,Không cần đóng kiện,36_48,(LDO) Ninh Gia
20849000,GYYTBLR9,Luân chuyển trả,OTHER,Chưa đóng kiện,36_48,(LDO) Ninh Gia
20849000,VNGH80737509101,Luân chuyển trả,TTS,Chưa đóng kiện,48_72,(LDO) Ninh Gia
2309,VNGH80881989103,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(DNO) Đức Lập
2309,GYYPV98K,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Đức Lập
2309,GYY4EM6B,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Đức Lập
2309,GYY3WMEV,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(DNO) Đức Lập
2309,GYYBE4A4,Luân chuyển trả,SHOPEE,Không cần đóng kiện,6_12,(DNO) Đức Lập
2309,GYY4MRHD,Luân chuyển trả,SHOPEE,Chưa đóng kiện,6_12,(DNO) Đức Lập
2309,GYYKGCVQ,Luân chuyển trả,SHOPEE,Không cần đóng kiện,6_12,(DNO) Đức Lập
2309,GYYT9QHT,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(DNO) Đức Lập
20495000,GYY3UKMW,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20495000,GYY3CTYB,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20495000,GYY4H7VU,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20670000,GYYXXQ7V,Luân chuyển giao,OTHER,Đã đóng kiện,36_48,(LDO) Đam Rông 3
20495000,GYY4X3AN,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Nha Trang
20269000,GYYAXAHK,Luân chuyển giao,OTHER,Chưa đóng kiện,12_24,(DNO) Kiến Đức
20495000,VNGH80517119109,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(KHO) Nha Trang
20269000,GYYATMVN,Luân chuyển giao,OTHER,Chưa đóng kiện,12_24,(DNO) Kiến Đức
20495000,VNGH80223369108,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(KHO) Nha Trang
20269000,GYY4TRVN_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,12_24,(DNO) Kiến Đức
20495000,VNGH80379679109,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(KHO) Nha Trang
20269000,GYYAYKEP,Luân chuyển giao,OTHER,Không cần đóng kiện,12_24,(DNO) Kiến Đức
20495000,VNGH80792039109,Luân chuyển trả,TTS,Không cần đóng kiện,6_12,(KHO) Nha Trang
20269000,GYYAWBNU,Luân chuyển giao,OTHER,Không cần đóng kiện,12_24,(DNO) Kiến Đức
20495000,VNGH80301809108,Luân chuyển trả,TTS,Chưa đóng kiện,6_12,(KHO) Nha Trang
20269000,GYY48GBB_PR,Luân chuyển giao,OTHER,Chưa đóng kiện,12_24,(DNO) Kiến Đức
20687000,GYYKFNAC,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(BTH) Hàm Tân
20143000,GYYKUL3K,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(KHO) Diên Khánh 2
20687000,GYYTD8BM,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,(BTH) Hàm Tân
20320000,GYYDEBGF,Luân chuyển trả,OTHER,Chưa đóng kiện,6_12,(KHO) Tây Nha Trang
20687000,GYYK9YEX,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(BTH) Hàm Tân
20143000,GYYKWRPT,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(KHO) Diên Khánh 2
20143000,GYYBDY9E,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,(KHO) Diên Khánh 2
20143000,GYYTPLQM,Luân chuyển trả,OTHER,Không cần đóng kiện,12_24,(KHO) Diên Khánh 2
20143000,GYYTW69P,Luân chuyển trả,SHOPEE,Không cần đóng kiện,12_24,(KHO) Diên Khánh 2
20143000,GYYWP4CA,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(KHO) Diên Khánh 2
20687000,GYYKD464,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(BTH) Hàm Tân
20269000,GYYPFB7U,Luân chuyển trả,OTHER,Chưa đóng kiện,12_24,(DNO) Kiến Đức
20687000,GYYKKQUL,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(BTH) Hàm Tân
20687000,GYYKXHUA,Luân chuyển trả,SHOPEE,Chưa đóng kiện,12_24,(BTH) Hàm Tân
