Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,% Chuyển trả,Leadtime,Sản Lượng Giao Thành Công,Sản Lượng Chuyển Trả,Sản Lượng Gán,Sản Lượng Trả,Sản Lượng Tồn,Sản Lượng Chưa Gán,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-03 - Thứ 6,10,0.7,0.2,0,31.5,2,0,7,0,8,3,0.3,0.8,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-06-26 - Thứ 6,10,0.9,0.7,0,51,7,0,9,0,3,1,0.1,0.3,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-08 - Thứ 4,10,0.6,0.3,0,73,3,0,6,0,7,4,0.4,0.7,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-14 - Thứ 3,12,0.5,0.1667,0,42.5,2.0004,0,6,0,9.9996,6,0.5,0.8333,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-06 - Thứ 2,12,0.8333,0.25,0,73.67,3,0,9.9996,0,9,2.0004,0.1667,0.75,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-06-28 - Chủ Nhật,13,0.6923,0.3846,0,37.6,4.9998,0,8.9999,0,8.0002,4.0001,0.3077,0.6154,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-07 - Thứ 3,13,0.7692,0.4615,0.2308,50,5.9995,3.0004,9.9996,3.0004,4.0001,3.0004,0.2308,0.3077,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-04 - Thứ 7,13,0.6923,0.5385,0,35.71,7.0005,0,8.9999,0,5.9995,4.0001,0.3077,0.4615,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-06-23 - Thứ 3,13,0.8462,0.3077,0,61.5,4.0001,0,11.0006,0,8.9999,1.9994,0.1538,0.6923,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-05 - Chủ Nhật,14,0.7143,0.3571,0,40.4,4.9994,0,10.0002,0,9.0006,3.9998,0.2857,0.6429,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-06-25 - Thứ 5,14,0.7857,0.5,0.1429,60.57,7,2.0006,10.9998,2.0006,4.9994,3.0002,0.2143,0.3571,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-06-29 - Thứ 2,14,0.3571,0.1429,0.0714,67,2.0006,0.9996,4.9994,0.9996,10.9998,9.0006,0.6429,0.7857,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-06-20 - Thứ 7,15,0.4,0.3333,0,52.2,4.9995,0,6,0,10.0005,9,0.6,0.6667,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-01 - Thứ 4,15,0.8667,0.8,0,44.83,12,0,13.0005,0,3,1.9995,0.1333,0.2,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-06-24 - Thứ 4,16,1,0.4375,0,43.29,7,0,16,0,9,0,0,0.5625,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-13 - Thứ 2,16,1,0.75,0.0625,42.33,12,1,16,1,3,0,0,0.1875,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-06-27 - Thứ 7,16,0.75,0.5625,0,31.89,9,0,12,0,7,4,0.25,0.4375,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-06-22 - Thứ 2,18,0.9444,0.5556,0,58.2,10.0008,0,16.9992,0,7.9992,1.0008,0.0556,0.4444,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-12 - Chủ Nhật,20,0.8,0.65,0.05,49.69,13,1,16,1,6,4,0.2,0.3,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-11 - Thứ 7,22,0.7727,0.5455,0,47.25,12.001,0,16.9994,0,9.999,5.0006,0.2273,0.4545,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-09 - Thứ 5,22,0.8636,0.5,0.0455,49.18,11,1.001,18.9992,1.001,9.999,3.0008,0.1364,0.4545,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-06-21 - Chủ Nhật,23,0.9565,0.6957,0,52.63,16.0011,0,21.9995,0,6.9989,1.0005,0.0435,0.3043,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-06-30 - Thứ 3,24,0.875,0.6667,0.0417,52.38,16.0008,1.0008,21,1.0008,6.9984,3,0.125,0.2916,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-17 - Thứ 6,27,0.8889,0.5185,0,44.5,13.9995,0,24.0003,0,13.0005,2.9997,0.1111,0.4815,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-10 - Thứ 6,29,0.8276,0.5517,0,40.94,15.9993,0,24.0004,0,13.0007,4.9996,0.1724,0.4483,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-16 - Thứ 5,30,0.8333,0.5,0.0667,48.73,15,2.001,24.999,2.001,12.999,5.001,0.1667,0.4333,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-07-15 - Thứ 4,31,0.4839,0.3226,0,35.4,10.0006,0,15.0009,0,20.9994,15.9991,0.5161,0.6774,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-06 - Thứ 2,5,1,0.8,0,5.25,4,0,5,0,1,0,0,0.2,5,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-05 - Chủ Nhật,6,1,0.6667,0.1667,9.5,4.0002,1.0002,6,1.0002,0.9996,0,0,0.1666,6,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-06-30 - Thứ 3,6,1,0.6667,0,8.75,4.0002,0,6,0,1.9998,0,0,0.3333,6,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-06-29 - Thứ 2,7,1,1,0,6,7,0,7,0,0,0,0,0,7,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-06-21 - Chủ Nhật,8,1,0.75,0.125,4.83,6,1,8,1,1,0,0,0.125,8,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-06-28 - Chủ Nhật,8,1,0.75,0,8.5,6,0,8,0,2,0,0,0.25,8,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-14 - Thứ 3,9,1,1,0,5.67,9,0,9,0,0,0,0,0,9,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-07 - Thứ 3,9,1,0.7778,0,6.57,7.0002,0,9,0,1.9998,0,0,0.2222,9,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-06-22 - Thứ 2,9,0.8889,0.8889,0,6.63,8.0001,0,8.0001,0,0.9999,0.9999,0.1111,0.1111,9,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-15 - Thứ 4,9,1,0.7778,0.1111,7.29,7.0002,0.9999,9,0.9999,0.9999,0,0,0.1111,9,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-06-20 - Thứ 7,9,0.8889,0.8889,0,6.5,8.0001,0,8.0001,0,0.9999,0.9999,0.1111,0.1111,9,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-11 - Thứ 7,10,0.7,0.7,0,5,7,0,7,0,3,3,0.3,0.3,10,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-06-23 - Thứ 3,11,1,1,0,5.36,11,0,11,0,0,0,0,0,11,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-12 - Chủ Nhật,11,0.5455,0.4545,0,7.6,4.9995,0,6.0005,0,6.0005,4.9995,0.4545,0.5455,11,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-08 - Thứ 4,11,1,0.6364,0,8.86,7.0004,0,11,0,3.9996,0,0,0.3636,11,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-06-27 - Thứ 7,11,1,0.9091,0,6,10.0001,0,11,0,0.9999,0,0,0.0909,11,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-01 - Thứ 4,12,0.3333,0.3333,0,6.25,3.9996,0,3.9996,0,8.0004,8.0004,0.6667,0.6667,12,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-10 - Thứ 6,12,1,1,0,10,12,0,12,0,0,0,0,0,12,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-06-25 - Thứ 5,13,1,0.7692,0,7.2,9.9996,0,13,0,3.0004,0,0,0.2308,13,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-04 - Thứ 7,14,1,1,0,6.29,14,0,14,0,0,0,0,0,14,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-09 - Thứ 5,14,0.2857,0.2857,0,8.5,3.9998,0,3.9998,0,10.0002,10.0002,0.7143,0.7143,14,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-13 - Thứ 2,15,0.8667,0.8,0,7,12,0,13.0005,0,3,1.9995,0.1333,0.2,15,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-03 - Thứ 6,15,1,0.8667,0,8,13.0005,0,15,0,1.9995,0,0,0.1333,15,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-06-24 - Thứ 4,16,1,0.875,0,6.21,14,0,16,0,2,0,0,0.125,16,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-16 - Thứ 5,16,1,0.9375,0,6.8,15,0,16,0,1,0,0,0.0625,16,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-17 - Thứ 6,17,1,0.7647,0,8,12.9999,0,17,0,4.0001,0,0,0.2353,17,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-07-02 - Thứ 5,18,1,0.6667,0,10.25,12.0006,0,18,0,5.9994,0,0,0.3333,18,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-06-26 - Thứ 6,18,1,0.8333,0,7.53,14.9994,0,18,0,3.0006,0,0,0.1667,18,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-09 - Thứ 5,68,0.8382,0.8088,0,3.04,54.9984,0,56.9976,0,13.0016,11.0024,0.1618,0.1912,68,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-14 - Thứ 3,2,0,0,0,0,0,0,0,0,2,2,1,1,2,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-06 - Thứ 2,3,0,0,0,0,0,0,0,0,3,3,1,1,3,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-06-23 - Thứ 3,3,0,0,0,0,0,0,0,0,3,3,1,1,3,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-06-29 - Thứ 2,3,0.6667,0.6667,0,4,2.0001,0,2.0001,0,0.9999,0.9999,0.3333,0.3333,3,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-12 - Chủ Nhật,3,0,0,0,0,0,0,0,0,3,3,1,1,3,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-07 - Thứ 3,3,0,0,0,0,0,0,0,0,3,3,1,1,3,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-05 - Chủ Nhật,3,0.6667,0.6667,0,3.5,2.0001,0,2.0001,0,0.9999,0.9999,0.3333,0.3333,3,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-06-21 - Chủ Nhật,4,0.25,0.25,0,4,1,0,1,0,3,3,0.75,0.75,4,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-06-24 - Thứ 4,4,0.5,0.5,0,7,2,0,2,0,2,2,0.5,0.5,4,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-06-30 - Thứ 3,6,0,0,0,0,0,0,0,0,6,6,1,1,6,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-16 - Thứ 5,6,0.6667,0.5,0,5,3,0,4.0002,0,3,1.9998,0.3333,0.5,6,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-13 - Thứ 2,6,0.3333,0.3333,0,4.5,1.9998,0,1.9998,0,4.0002,4.0002,0.6667,0.6667,6,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-04 - Thứ 7,7,0,0,0,0,0,0,0,0,7,7,1,1,7,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-06-25 - Thứ 5,7,0.2857,0.2857,0,4.5,1.9999,0,1.9999,0,5.0001,5.0001,0.7143,0.7143,7,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-06-20 - Thứ 7,7,0.2857,0.1429,0,6,1.0003,0,1.9999,0,5.9997,5.0001,0.7143,0.8571,7,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-03 - Thứ 6,7,0.2857,0.2857,0,5,1.9999,0,1.9999,0,5.0001,5.0001,0.7143,0.7143,7,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-15 - Thứ 4,8,0.375,0.375,0,2.33,3,0,3,0,5,5,0.625,0.625,8,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-17 - Thứ 6,8,0.125,0.125,0,6,1,0,1,0,7,7,0.875,0.875,8,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-10 - Thứ 6,10,0.3,0.3,0,5.67,3,0,3,0,7,7,0.7,0.7,10,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-06-22 - Thứ 2,10,0.4,0.3,0,2.33,3,0,4,0,7,6,0.6,0.7,10,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-11 - Thứ 7,10,0.1,0.1,0,2,1,0,1,0,9,9,0.9,0.9,10,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-02 - Thứ 5,11,0,0,0,0,0,0,0,0,11,11,1,1,11,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-08 - Thứ 4,11,0.2727,0.2727,0,3.33,2.9997,0,2.9997,0,8.0003,8.0003,0.7273,0.7273,11,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-06-28 - Chủ Nhật,12,0.6667,0.6667,0,4.25,8.0004,0,8.0004,0,3.9996,3.9996,0.3333,0.3333,12,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-06-27 - Thứ 7,13,0.4615,0.3846,0.0769,3.8,4.9998,0.9997,5.9995,0.9997,7.0005,7.0005,0.5385,0.5385,13,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 2,2026-07-01 - Thứ 4,30,0.7333,0.7,0,5.05,21,0,21.999,0,9,8.001,0.2667,0.3,30,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-06-30 - Thứ 3,2,1,1,0,66.5,2,0,2,0,0,0,0,0,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-06-24 - Thứ 4,4,1,0.5,0,24.5,2,0,4,0,2,0,0,0.5,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-06 - Thứ 2,4,0.75,0.5,0.25,30,2,1,3,1,1,1,0.25,0.25,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-06-27 - Thứ 7,5,1,0.4,0,35.5,2,0,5,0,3,0,0,0.6,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-06-25 - Thứ 5,5,1,0.8,0,33.5,4,0,5,0,1,0,0,0.2,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-08 - Thứ 4,6,0.8333,0.6667,0,27.25,4.0002,0,4.9998,0,1.9998,1.0002,0.1667,0.3333,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-15 - Thứ 4,7,0.7143,0.2857,0,34.5,1.9999,0,5.0001,0,5.0001,1.9999,0.2857,0.7143,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-17 - Thứ 6,7,0.8571,0.5714,0.1429,27.25,3.9998,1.0003,5.9997,1.0003,1.9999,1.0003,0.1429,0.2857,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-06-22 - Thứ 2,7,1,0.8571,0,36.83,5.9997,0,7,0,1.0003,0,0,0.1429,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-01 - Thứ 4,8,0.125,0,0,0,0,0,1,0,8,7,0.875,1,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-07 - Thứ 3,8,0.875,0.875,0,47.57,7,0,7,0,1,1,0.125,0.125,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-06-23 - Thứ 3,8,1,0.875,0,24.86,7,0,8,0,1,0,0,0.125,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-06-29 - Thứ 2,8,0.875,0.875,0,30.71,7,0,7,0,1,1,0.125,0.125,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-06-26 - Thứ 6,9,1,0.5556,0.1111,27.4,5.0004,0.9999,9,0.9999,2.9997,0,0,0.3333,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-16 - Thứ 5,10,0.8,0.4,0,33.75,4,0,8,0,6,2,0.2,0.6,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-06-28 - Chủ Nhật,10,1,0.8,0,28.13,8,0,10,0,2,0,0,0.2,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-06-21 - Chủ Nhật,12,0.9167,0.6667,0,32.25,8.0004,0,11.0004,0,3.9996,0.9996,0.0833,0.3333,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-05 - Chủ Nhật,12,0.9167,0.5,0.0833,45.33,6,0.9996,11.0004,0.9996,5.0004,0.9996,0.0833,0.4167,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-09 - Thứ 5,14,0.9286,0.8571,0,32.92,11.9994,0,13.0004,0,2.0006,0.9996,0.0714,0.1429,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-14 - Thứ 3,14,0.8571,0.6429,0,48.67,9.0006,0,11.9994,0,4.9994,2.0006,0.1429,0.3571,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-06-20 - Thứ 7,18,0.9444,0.7222,0,45.62,12.9996,0,16.9992,0,5.0004,1.0008,0.0556,0.2778,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-13 - Thứ 2,19,0.8421,0.6316,0,45.75,12.0004,0,15.9999,0,6.9996,3.0001,0.1579,0.3684,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-04 - Thứ 7,20,0.9,0.75,0,57.87,15,0,18,0,5,2,0.1,0.25,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-11 - Thứ 7,22,0.3182,0.2273,0,34.8,5.0006,0,7.0004,0,16.9994,14.9996,0.6818,0.7727,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-02 - Thứ 5,23,0.8261,0.3478,0,30.88,7.9994,0,19.0003,0,15.0006,3.9997,0.1739,0.6522,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-03 - Thứ 6,25,0.8,0.64,0,36.69,16,0,20,0,9,5,0.2,0.36,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-10 - Thứ 6,25,0.52,0.4,0,30,10,0,13,0,15,12,0.48,0.6,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-07-12 - Chủ Nhật,28,0.7143,0.6429,0,54.89,18.0012,0,20.0004,0,9.9988,7.9996,0.2857,0.3571,0,Đắk Nông,NTB,AM Phước
NTB - Đắk Nông,(DNO) Krông Nô,Hàng Mới Ca 1,2026-07-09 - Thứ 5,68,1,0.8824,0.0147,9.15,60.0032,0.9996,68,0.9996,6.9972,0,0,0.1029,68,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Krông Nô,Hàng Mới Ca 1,2026-07-10 - Thứ 6,58,1,0.8966,0,9.02,52.0028,0,58,0,5.9972,0,0,0.1034,58,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Krông Nô,Hàng Mới Ca 1,2026-06-24 - Thứ 4,52,1,0.8846,0,9.78,45.9992,0,52,0,6.0008,0,0,0.1154,52,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Krông Nô,Hàng Mới Ca 1,2026-07-07 - Thứ 3,9,1,1,0,11.22,9,0,9,0,0,0,0,0,9,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Krông Nô,Hàng Mới Ca 1,2026-06-30 - Thứ 3,16,1,0.8125,0,9,13,0,16,0,3,0,0,0.1875,16,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Krông Nô,Hàng Mới Ca 1,2026-06-29 - Thứ 2,20,1,0.95,0,12.05,19,0,20,0,1,0,0,0.05,20,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Krông Nô,Hàng Mới Ca 1,2026-06-23 - Thứ 3,21,1,0.8095,0,8.82,16.9995,0,21,0,4.0005,0,0,0.1905,21,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Krông Nô,Hàng Mới Ca 1,2026-07-14 - Thứ 3,23,1,0.8261,0,11.26,19.0003,0,23,0,3.9997,0,0,0.1739,23,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Krông Nô,Hàng Mới Ca 1,2026-07-16 - Thứ 5,25,1,0.68,0,11.65,17,0,25,0,8,0,0,0.32,25,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Krông Nô,Hàng Mới Ca 1,2026-07-02 - Thứ 5,26,1,0.8462,0,7.82,22.0012,0,26,0,3.9988,0,0,0.1538,26,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Krông Nô,Hàng Mới Ca 1,2026-07-15 - Thứ 4,27,1,0.8519,0,10.22,23.0013,0,27,0,3.9987,0,0,0.1481,27,Đắk Nông,NTB,AM Nhung
