vung,tinh,id_bc,bc,order_code,Nhóm khách,thoi_gian_nhap_bc,Aging,updated_time,num_deliver,Nhóm BL
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXN6Y4U,SME,2026-07-02 17:47:43.131000,45.58168981,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXBYN3P,SME,2026-07-05 05:45:12.461000,43.0834375,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXDN44W,SME,2026-07-05 05:45:12.461000,43.0834375,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXPHEV8,SME,2026-07-05 17:24:04.986000,42.59811343,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXBT7UN,SME,2026-07-05 17:24:54.455000,42.59753472,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXBFWTP,SME,2026-07-06 06:55:23.538000,42.03469907,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXBFH7P,SME,2026-07-06 18:10:06.613000,41.56614583,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXBLQXM,SME,2026-07-06 18:10:18.393000,41.56600694,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXPEAXM,SME,2026-07-06 18:10:22.986000,41.56596065,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXW3XYG,SME,2026-07-08 06:21:53.865000,40.05796296,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYX3PXXL,SME,2026-07-08 06:30:27.749000,40.05201389,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXKPURP,SME,2026-07-09 06:53:20.187000,39.03612269,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXWELMX,SME,2026-07-10 06:23:17.291000,38.05699074,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXKGTDN,SME,2026-07-10 06:23:23.083000,38.0569213,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXWCFD6,SME,2026-07-10 06:23:31.582000,38.0568287,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXXL8E9,SME,2026-07-10 12:18:54.571000,37.81003472,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Lâm Đồng,21377000,(LDO) Đơn Dương,GYX66DAA,SME,2026-07-11 06:15:08.079000,37.06265046,2026-08-17 07:45:21,5,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXATHGH,SME,2026-07-11 11:31:38.022000,36.8428588,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXXLFHK,SME,2026-07-12 07:44:10.243000,36.00082176,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXXQNTD,SME,2026-07-12 07:44:17.578000,36.00074074,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXYNYTE,SME,2026-07-12 07:50:12.885000,35.99663194,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYHPCATD,SME,2026-07-12 11:31:59.177000,35.84261574,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXYUXQH,SME,2026-07-12 11:34:08.128000,35.84112269,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYXABC7N,SME,2026-07-12 12:01:52.577000,35.82186343,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Lâm Đồng,21377000,(LDO) Đơn Dương,GYXTGG76,SME,2026-07-12 17:34:58.235000,35.59054398,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Lâm Đồng,21377000,(LDO) Đơn Dương,GYXT7T47,SME,2026-07-12 17:34:58.235000,35.59054398,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Lâm Đồng,21377000,(LDO) Đơn Dương,GYX8UHUM,SME,2026-07-13 06:37:35.552000,35.04706019,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXA3HUX,SME,2026-07-13 06:52:37.248000,35.03662037,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYX8WKAD,SME,2026-07-13 11:42:21.795000,34.83541667,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXYUHDU,SME,2026-07-14 06:42:11.502000,34.04386574,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXYULMQ,SME,2026-07-14 06:42:46.394000,34.04346065,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXMHV8N,SME,2026-07-14 06:43:24.225000,34.04302083,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYX8DHUD,SME,2026-07-14 06:47:30.284000,34.04017361,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXMWRFD,SME,2026-07-14 11:19:47.463000,33.85108796,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269003,(DNO) Nhân Cơ,GYXARC37,SME,2026-07-15 11:07:34.260000,32.85957176,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXETDQR,SME,2026-07-16 06:49:52.133000,32.03853009,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXRY9DM,SME,2026-07-16 11:03:02.173000,31.86271991,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXMPEUP,SME,2026-07-16 11:03:02.173000,31.86271991,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXMKNGL,SME,2026-07-16 11:03:02.173000,31.86271991,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXEK3GV,SME,2026-07-16 11:04:08.658000,31.86195602,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXELCKN,SME,2026-07-17 07:04:32.421000,31.02834491,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYALC3LL,SME,2026-07-17 12:06:10.700000,30.81887731,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAFLFVK,SME,2026-07-17 12:07:59.573000,30.81761574,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYALLNTX,SME,2026-07-18 06:39:51.364000,30.04548611,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAQ8HAQ,SME,2026-07-18 06:39:51.364000,30.04548611,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYXE3CNR,SME,2026-07-18 07:19:17.051000,30.01810185,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA7F6MH,SME,2026-07-18 11:23:50.853000,29.84827546,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYALAQY9,SME,2026-07-18 11:24:47.103000,29.84761574,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYALNX48,SME,2026-07-19 16:19:51.455000,28.64270833,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYA7F9GQ,SME,2026-07-19 16:23:25.735000,28.64023148,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYALY7EQ,SME,2026-07-19 17:15:11.499000,28.60428241,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXMM743,SME,2026-07-19 17:16:56.360000,28.60306713,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYALDN9W,SME,2026-07-19 17:20:24.056000,28.60065972,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA7T36F,SME,2026-07-19 17:22:19.553000,28.5993287,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA77664,SME,2026-07-19 17:24:33.314000,28.59777778,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYA7DDAH,SME,2026-07-20 07:19:49.970000,28.01773148,2026-08-17 07:45:21,5,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAQM6PD_PR,SME,2026-07-20 17:36:45.489000,27.58930556,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA7463F,SME,2026-07-20 17:37:05.212000,27.58907407,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXMAYVP,SME,2026-07-20 17:37:10.048000,27.5890162,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAF8QKB,SME,2026-07-20 17:37:10.048000,27.5890162,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAFYHH7,SME,2026-07-20 17:37:28.839000,27.58880787,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXEYR8N,SME,2026-07-20 17:38:35.589000,27.58803241,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAGC7FF,SME,2026-07-20 17:40:28.225000,27.58672454,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA7MVNL,SME,2026-07-20 17:40:28.225000,27.58672454,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAU3EAK,SME,2026-07-20 17:41:02.778000,27.58633102,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAG3WPR,SME,2026-07-21 06:48:51.062000,27.03923611,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYAGMQ9N,SME,2026-07-21 16:56:53.206000,26.61699074,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYACB9DP,SME,2026-07-21 16:58:43.162000,26.61571759,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYACB9TB,SME,2026-07-21 16:58:43.162000,26.61571759,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAUV8KR,SME,2026-07-21 17:45:38.296000,26.58313657,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAUNGQU,SME,2026-07-21 17:47:44.760000,26.58167824,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAU7XN9,SME,2026-07-21 17:47:44.760000,26.58167824,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,OW1-083326-1,SME,2026-07-21 17:55:04.171000,26.57658565,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAGAAQP,SME,2026-07-21 17:55:16.252000,26.57644676,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAGLWMH,SME,2026-07-21 17:57:05.450000,26.57518519,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA7AXLP,SME,2026-07-21 17:57:05.450000,26.57518519,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA7DGRP,SME,2026-07-21 17:57:05.450000,26.57518519,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAV7RBK,SME,2026-07-22 06:51:49.032000,26.03717593,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYA9VPA3,SME,2026-07-22 07:24:17.324000,26.01462963,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYAGBTNT,SME,2026-07-22 07:24:22.460000,26.01457176,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269003,(DNO) Nhân Cơ,GYAGKRY7,SME,2026-07-22 10:47:32.640000,25.8734838,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYAUN39M,SME,2026-07-22 16:41:29.577000,25.62768519,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYA9KXML,SME,2026-07-22 16:42:44.303000,25.62681713,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAUHCCL,SME,2026-07-22 17:32:26.377000,25.59230324,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYACV9XB,SME,2026-07-23 06:20:20.789000,25.05903935,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAUHBPH,SME,2026-07-23 06:22:26.202000,25.05758102,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYACTG7G,SME,2026-07-23 06:22:34.953000,25.05748843,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA9GEPC,SME,2026-07-23 06:23:37.928000,25.05675926,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAVWMFT,SME,2026-07-23 06:24:36.418000,25.05607639,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,OW1-083326-2,SME,2026-07-23 06:25:18.530000,25.05559028,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYACY8U8,SME,2026-07-23 06:31:06.175000,25.0515625,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYAUYVYC,SME,2026-07-23 07:08:52.836000,25.02533565,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYAC4RGV,SME,2026-07-23 07:09:41.250000,25.02476852,2026-08-17 07:45:21,4,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYAV6XLD,SME,2026-07-23 07:09:45.456000,25.02472222,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYACGV84,SME,2026-07-23 07:15:45.409000,25.02055556,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Lâm Đồng,22759000,(LDO) Hòa Ninh,GYX3DTK4,SME,2026-07-23 12:03:23.033000,24.82081019,2026-08-17 07:45:21,4,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYA9D3MR,SME,2026-07-23 16:24:58.576000,24.63915509,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYACYKRK,SME,2026-07-23 16:26:16.264000,24.63825231,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYH4YCXL,SME,2026-07-23 17:09:38.962000,24.60813657,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA93M4Q,SME,2026-07-23 17:09:42.554000,24.60809028,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA9B6LK,SME,2026-07-23 17:09:42.554000,24.60809028,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA9WFEP,SME,2026-07-24 06:57:09.539000,24.03347222,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAVLKHP,SME,2026-07-24 06:57:30.989000,24.03322917,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,NVS811392483,SME,2026-07-24 06:57:30.989000,24.03322917,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAVGQWU,SME,2026-07-24 06:57:54.921000,24.03295139,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA9KVED,SME,2026-07-24 06:57:54.921000,24.03295139,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAUD8T7,SME,2026-07-24 06:57:54.921000,24.03295139,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA9H8UM,SME,2026-07-24 06:57:54.921000,24.03295139,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA9FQ8M,SME,2026-07-24 07:00:36.580000,24.03107639,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAQ8WKW,SME,2026-07-24 07:00:36.580000,24.03107639,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAVFCD9,SME,2026-07-24 07:01:21.026000,24.03055556,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA9WMK3,SME,2026-07-24 07:01:21.026000,24.03055556,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA9MGQC,SME,2026-07-24 07:01:21.026000,24.03055556,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA9YYXT,SME,2026-07-24 07:01:21.026000,24.03055556,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAVYWGB,SME,2026-07-24 17:28:14.404000,23.59521991,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYANQ87C,SME,2026-07-24 17:30:19.979000,23.59377315,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA6LMTD,SME,2026-07-25 06:40:19.783000,23.04516204,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA66FGC,SME,2026-07-25 06:42:07.945000,23.04391204,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAVEGEK,SME,2026-07-25 06:42:48.756000,23.0434375,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYXEWK9K,SME,2026-07-25 06:42:48.756000,23.0434375,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYAVBUTF,SME,2026-07-25 06:44:39.728000,23.04215278,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,NVS812154611,SME,2026-07-25 06:44:50.643000,23.04202546,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAV43E8,SME,2026-07-25 06:47:02.460000,23.04049769,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYAVEA3T,SME,2026-07-25 07:15:41.606000,23.02060185,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYA9AX4Q,SME,2026-07-25 07:17:48.073000,23.01913194,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYAVHKNX,SME,2026-07-25 07:17:56.240000,23.01903935,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Lâm Đồng,21377000,(LDO) Đơn Dương,GYA6WRK9,SME,2026-07-25 15:31:02.253000,22.6766088,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYA6TYPU,SME,2026-07-25 16:47:08.452000,22.62376157,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYAVM9KG,SME,2026-07-25 16:47:08.452000,22.62376157,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA6G3FX,SME,2026-07-25 17:24:57.977000,22.5975,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA634RP,SME,2026-07-25 17:24:57.977000,22.5975,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAVLLLD,SME,2026-07-25 17:25:40.562000,22.59700231,2026-08-17 07:45:21,5,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAV8Y4T,SME,2026-07-25 17:25:41.180000,22.59699074,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYANGK9Y,SME,2026-07-25 17:26:05.139000,22.59671296,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA6MBUQ,SME,2026-07-25 17:26:05.139000,22.59671296,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA6TBMB,SME,2026-07-25 17:27:35.818000,22.5956713,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYADBHDA,SME,2026-07-26 06:31:48.715000,22.05107639,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA68E8W,SME,2026-07-26 06:32:57.767000,22.05027778,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA6RN3C,SME,2026-07-26 06:32:57.767000,22.05027778,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAPHDPE,SME,2026-07-26 06:33:01.382000,22.05023148,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA6GMTU,SME,2026-07-26 06:35:24.361000,22.04857639,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYA6MWXV,SME,2026-07-26 06:35:36.789000,22.0484375,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYADNXG7,SME,2026-07-26 06:35:50.642000,22.04827546,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYANGWCG,SME,2026-07-26 06:59:23.592000,22.0319213,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYANWWDQ,SME,2026-07-26 16:32:56.678000,21.63362269,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYAD3G9L,SME,2026-07-26 16:34:31.882000,21.63252315,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYANEF66,SME,2026-07-26 16:34:31.882000,21.63252315,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYANVH3A,SME,2026-07-26 17:20:53.338000,21.60032407,2026-08-17 07:45:21,2,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAPK438,SME,2026-07-26 17:21:55.228000,21.59960648,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAN4G4L,SME,2026-07-27 06:41:27.194000,21.044375,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,22394000,(DNO) Quảng Tín,GYANXPFT,SME,2026-07-27 07:20:04.740000,21.01755787,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYADAQWB,SME,2026-07-27 17:46:26.379000,20.58258102,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAPXGVM,SME,2026-07-27 17:46:26.379000,20.58258102,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYADHKB3,SME,2026-07-27 17:46:47.428000,20.58233796,2026-08-17 07:45:21,1,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAPGRM9,SME,2026-07-28 06:32:10.469000,20.05082176,2026-08-17 07:45:21,0,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAPAVKM,SME,2026-07-28 06:32:42.896000,20.05045139,2026-08-17 07:45:21,3,(k) > 15 ngày
NTB,Đắk Nông,20269000,(DNO) Kiến Đức,GYAPHBY8,SME,2026-07-28 06:34:54.272000,20.04892361,2026-08-17 07:45:21,2,(k) > 15 ngày
