Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,Sản Lượng Giao Thành Công,Sản Lượng Tồn,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,AM,Unnamed: 13,Cấp Quản Lý.1,Chi tiết.1,Loại Hàng.1,Time.1,Volume.1,% Gán.1,% GTC.1,Sản Lượng Giao Thành Công.1,Sản Lượng Tồn.1,% Chưa Gán.1,%Tồn.1,Hàng Mới Về Trong Ngày.1,AM.1,Unnamed: 27,Cấp Quản Lý.2,Chi tiết.2,Loại Hàng.2,Time.2,Volume.2,% Gán.2,% GTC.2,Sản Lượng Giao Thành Công.2,Sản Lượng Tồn.2,% Chưa Gán.2,%Tồn.2,Hàng Mới Về Trong Ngày.2,AM.2
NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Mới Ca 1,2026-09-14 - Thứ 2,346,100.00%,87.28%,302,40,0.00%,11.56%,346,AM Khánh,,NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Mới Ca 2,2026-09-14 - Thứ 2,36,0.00%,0.00%,0,36,100.00%,100.00%,36,AM Khánh,,NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Tồn,2026-09-14 - Thứ 2,171,97.66%,67.25%,115,52,2.34%,30.41%,0,AM Khánh
NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Mới Ca 1,2026-09-15 - Thứ 3,345,100.00%,86.38%,298,46,0.00%,13.33%,345,AM Khánh,,NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Mới Ca 2,2026-09-15 - Thứ 3,37,40.54%,29.73%,11,24,59.46%,64.86%,37,AM Khánh,,NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Tồn,2026-09-15 - Thứ 3,115,97.39%,65.22%,75,32,2.61%,27.82%,0,AM Khánh
NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Mới Ca 1,2026-09-16 - Thứ 4,347,99.71%,79.83%,277,69,0.29%,19.88%,347,AM Khánh,,NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Mới Ca 2,2026-09-16 - Thứ 4,35,11.43%,8.57%,3,31,88.57%,88.57%,35,AM Khánh,,NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Tồn,2026-09-16 - Thứ 4,97,97.94%,47.42%,46,43,2.06%,44.33%,0,AM Khánh
NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Mới Ca 1,2026-09-17 - Thứ 5,319,100.00%,84.64%,270,48,0.00%,15.05%,319,AM Khánh,,NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Mới Ca 2,2026-09-17 - Thứ 5,39,20.51%,17.95%,7,31,79.49%,79.49%,39,AM Khánh,,NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Tồn,2026-09-17 - Thứ 5,138,97.83%,53.62%,74,58,2.17%,42.03%,0,AM Khánh
NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Mới Ca 1,2026-09-18 - Thứ 6,400,100.00%,84.75%,339,57,0.00%,14.25%,400,AM Khánh,,NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Mới Ca 2,2026-09-18 - Thứ 6,53,7.55%,5.66%,3,50,92.45%,94.34%,53,AM Khánh,,NTB - Bình Thuận,(BTH) Lương Sơn,Hàng Tồn,2026-09-18 - Thứ 6,128,96.88%,64.06%,82,36,3.12%,28.13%,0,AM Khánh
NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 1,2026-09-12 - Thứ 7,419,100.00%,88.31%,370,47,0.00%,11.21%,419,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 2,2026-09-12 - Thứ 7,257,46.69%,36.96%,95,158,53.31%,61.48%,257,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Tồn,2026-09-12 - Thứ 7,236,99.15%,64.41%,152,68,0.85%,28.81%,0,AM Khánh
NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,348,98.85%,85.92%,299,44,1.15%,12.64%,348,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,319,59.25%,52.35%,167,152,40.75%,47.65%,319,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Tồn,2026-09-13 - Chủ Nhật,261,98.47%,64.75%,169,79,1.53%,30.27%,0,AM Khánh
NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 1,2026-09-14 - Thứ 2,277,99.28%,83.75%,232,41,0.72%,14.81%,277,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 2,2026-09-14 - Thứ 2,194,69.59%,56.70%,110,81,30.41%,41.75%,194,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Tồn,2026-09-14 - Thứ 2,261,98.47%,65.90%,172,73,1.53%,27.97%,0,AM Khánh
NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 1,2026-09-15 - Thứ 3,309,97.73%,83.50%,258,46,2.27%,14.88%,309,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 2,2026-09-15 - Thứ 3,290,90.69%,74.14%,215,72,9.31%,24.83%,290,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Tồn,2026-09-15 - Thứ 3,190,96.32%,56.84%,108,71,3.68%,37.37%,0,AM Khánh
NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 1,2026-09-16 - Thứ 4,252,100.00%,84.92%,214,33,0.00%,13.10%,252,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 2,2026-09-16 - Thứ 4,338,76.33%,61.24%,207,130,23.67%,38.46%,338,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Tồn,2026-09-16 - Thứ 4,179,98.32%,46.93%,84,82,1.68%,45.81%,0,AM Khánh
NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 1,2026-09-17 - Thứ 5,229,99.56%,86.90%,199,29,0.44%,12.66%,229,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 2,2026-09-17 - Thứ 5,269,79.18%,63.57%,171,94,20.82%,34.94%,269,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Tồn,2026-09-17 - Thứ 5,231,99.13%,58.01%,134,76,0.87%,32.90%,0,AM Khánh
NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 1,2026-09-18 - Thứ 6,303,99.34%,88.45%,268,34,0.66%,11.22%,303,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 2,2026-09-18 - Thứ 6,298,81.88%,65.44%,195,100,18.12%,33.55%,298,AM Khánh,,NTB - Bình Thuận,(BTH) Mũi Né,Hàng Tồn,2026-09-18 - Thứ 6,179,96.09%,50.28%,90,78,3.91%,43.57%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-09-12 - Thứ 7,381,99.74%,91.08%,347,27,0.26%,7.08%,381,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-09-12 - Thứ 7,362,71.82%,62.71%,227,133,28.18%,36.74%,362,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-09-12 - Thứ 7,175,98.86%,58.86%,103,58,1.14%,33.14%,0,AM D.Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,310,99.68%,90.65%,281,27,0.32%,8.70%,310,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,242,68.60%,57.44%,139,100,31.40%,41.32%,242,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-09-13 - Chủ Nhật,197,98.98%,57.36%,113,76,1.02%,38.58%,0,AM D.Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-09-14 - Thứ 2,389,100.00%,88.69%,345,41,0.00%,10.54%,389,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-09-14 - Thứ 2,182,67.03%,59.89%,109,73,32.97%,40.11%,182,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-09-14 - Thứ 2,191,100.00%,63.87%,122,60,0.00%,31.42%,0,AM D.Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-09-15 - Thứ 3,258,100.00%,89.15%,230,25,0.00%,9.69%,258,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-09-15 - Thứ 3,260,99.23%,84.23%,219,40,0.77%,15.39%,260,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-09-15 - Thứ 3,165,100.00%,56.36%,93,58,0.00%,35.16%,0,AM D.Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-09-16 - Thứ 4,272,99.63%,93.38%,254,13,0.37%,4.78%,272,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-09-16 - Thứ 4,334,66.17%,58.68%,196,135,33.83%,40.42%,334,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-09-16 - Thứ 4,107,98.13%,42.99%,46,54,1.87%,50.47%,0,AM D.Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-09-17 - Thứ 5,265,99.62%,90.57%,240,23,0.38%,8.68%,265,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-09-17 - Thứ 5,144,65.28%,59.72%,86,57,34.72%,39.59%,144,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-09-17 - Thứ 5,186,98.92%,72.04%,134,41,1.08%,22.05%,0,AM D.Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-09-18 - Thứ 6,361,100.00%,90.03%,325,29,0.00%,8.03%,361,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-09-18 - Thứ 6,260,71.92%,60.77%,158,97,28.08%,37.31%,260,AM D.Long,,NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-09-18 - Thứ 6,112,97.32%,55.36%,62,46,2.68%,41.07%,0,AM D.Long
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 1,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 2,2026-09-12 - Thứ 7,488,99.39%,95.70%,467,12,0.61%,2.46%,488,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-09-12 - Thứ 7,12,91.67%,41.67%,5,7,8.33%,58.33%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,97,100.00%,96.91%,94,2,0.00%,2.06%,97,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,383,99.48%,94.52%,362,15,0.52%,3.91%,383,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-09-13 - Chủ Nhật,17,88.24%,47.06%,8,9,11.76%,52.94%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 1,2026-09-14 - Thứ 2,498,100.00%,96.59%,481,7,0.00%,1.40%,498,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 2,2026-09-14 - Thứ 2,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-09-14 - Thứ 2,25,96.00%,52.00%,13,9,4.00%,36.00%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 1,2026-09-15 - Thứ 3,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 2,2026-09-15 - Thứ 3,438,99.77%,94.98%,416,14,0.23%,3.19%,438,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-09-15 - Thứ 3,13,92.31%,30.77%,4,9,7.69%,69.23%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 1,2026-09-16 - Thứ 4,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 2,2026-09-16 - Thứ 4,376,99.73%,96.81%,364,6,0.27%,1.59%,376,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-09-16 - Thứ 4,20,95.00%,35.00%,7,12,5.00%,60.00%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 1,2026-09-17 - Thứ 5,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 2,2026-09-17 - Thứ 5,463,100.00%,93.30%,432,21,0.00%,4.54%,463,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-09-17 - Thứ 5,15,86.67%,33.33%,5,8,13.33%,53.34%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 1,2026-09-18 - Thứ 6,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Mới Ca 2,2026-09-18 - Thứ 6,414,100.00%,98.55%,408,4,0.00%,0.97%,414,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-09-18 - Thứ 6,25,92.00%,48.00%,12,13,8.00%,52.00%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 1,2026-09-12 - Thứ 7,988,99.70%,89.68%,886,86,0.30%,8.70%,988,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 2,2026-09-12 - Thứ 7,492,84.76%,75.00%,369,117,15.24%,23.78%,492,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Tồn,2026-09-12 - Thứ 7,315,98.10%,46.67%,147,143,1.90%,45.39%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,802,100.00%,85.29%,684,106,0.00%,13.21%,802,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,468,77.14%,69.02%,323,138,22.86%,29.48%,468,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Tồn,2026-09-13 - Chủ Nhật,283,97.53%,44.17%,125,140,2.47%,49.47%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 1,2026-09-14 - Thứ 2,734,99.59%,87.19%,640,84,0.41%,11.45%,734,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 2,2026-09-14 - Thứ 2,351,94.30%,83.19%,292,54,5.70%,15.39%,351,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Tồn,2026-09-14 - Thứ 2,393,96.95%,58.52%,230,148,3.05%,37.66%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 1,2026-09-15 - Thứ 3,531,99.62%,87.76%,466,55,0.38%,10.36%,531,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 2,2026-09-15 - Thứ 3,629,85.21%,72.18%,454,167,14.79%,26.55%,629,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Tồn,2026-09-15 - Thứ 3,243,96.71%,44.03%,107,108,3.29%,44.45%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 1,2026-09-16 - Thứ 4,536,100.00%,85.82%,460,70,0.00%,13.06%,536,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 2,2026-09-16 - Thứ 4,552,86.59%,76.81%,424,120,13.41%,21.74%,552,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Tồn,2026-09-16 - Thứ 4,299,97.99%,51.17%,153,141,2.01%,47.16%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 1,2026-09-17 - Thứ 5,633,99.21%,90.05%,570,57,0.79%,9.00%,633,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 2,2026-09-17 - Thứ 5,502,89.24%,79.48%,399,99,10.76%,19.72%,502,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Tồn,2026-09-17 - Thứ 5,300,97.00%,47.33%,142,148,3.00%,49.34%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 1,2026-09-18 - Thứ 6,677,99.85%,91.29%,618,52,0.15%,7.68%,677,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Mới Ca 2,2026-09-18 - Thứ 6,532,86.28%,75.56%,402,128,13.72%,24.06%,532,AM Khánh,,NTB - Bình Thuận,(BTH) Phú Thủy,Hàng Tồn,2026-09-18 - Thứ 6,275,97.45%,53.82%,148,111,2.55%,40.36%,0,AM Khánh
NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 1,2026-09-12 - Thứ 7,848,99.88%,91.27%,774,63,0.12%,7.43%,848,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 2,2026-09-12 - Thứ 7,451,79.16%,67.18%,303,147,20.84%,32.60%,451,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Tồn,2026-09-12 - Thứ 7,350,98.57%,60.57%,212,129,1.43%,36.86%,0,AM Thủy
NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,663,97.13%,86.88%,576,84,2.87%,12.67%,663,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,381,77.17%,65.62%,250,130,22.83%,34.12%,381,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Tồn,2026-09-13 - Chủ Nhật,294,96.60%,48.64%,143,132,3.40%,44.90%,0,AM Thủy
NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 1,2026-09-14 - Thứ 2,704,100.00%,90.20%,635,65,0.00%,9.23%,704,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 2,2026-09-14 - Thứ 2,415,83.86%,71.33%,296,117,16.14%,28.19%,415,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Tồn,2026-09-14 - Thứ 2,328,97.56%,60.37%,198,114,2.44%,34.75%,0,AM Thủy
NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 1,2026-09-15 - Thứ 3,574,99.13%,89.90%,516,55,0.87%,9.58%,574,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 2,2026-09-15 - Thứ 3,612,81.05%,65.03%,398,209,18.95%,34.15%,612,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Tồn,2026-09-15 - Thứ 3,259,96.53%,47.49%,123,114,3.47%,44.02%,0,AM Thủy
NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 1,2026-09-16 - Thứ 4,394,96.70%,89.09%,351,37,3.30%,9.39%,394,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 2,2026-09-16 - Thứ 4,589,82.34%,70.46%,415,171,17.66%,29.03%,589,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Tồn,2026-09-16 - Thứ 4,357,93.56%,47.34%,169,169,6.44%,47.34%,0,AM Thủy
NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 1,2026-09-17 - Thứ 5,462,99.57%,87.01%,402,57,0.43%,12.34%,462,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 2,2026-09-17 - Thứ 5,252,81.75%,72.62%,183,68,18.25%,26.98%,252,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Tồn,2026-09-17 - Thứ 5,347,98.27%,55.04%,191,138,1.73%,39.77%,0,AM Thủy
NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 1,2026-09-18 - Thứ 6,813,98.03%,87.33%,710,90,1.97%,11.07%,813,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Mới Ca 2,2026-09-18 - Thứ 6,480,79.58%,64.79%,311,162,20.42%,33.75%,480,AM Thủy,,NTB - Bình Thuận,(BTH) Phước Hội,Hàng Tồn,2026-09-18 - Thứ 6,216,98.15%,44.91%,97,95,1.85%,43.98%,0,AM Thủy
NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 1,2026-09-12 - Thứ 7,998,98.40%,77.35%,772,216,1.60%,21.65%,998,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 2,2026-09-12 - Thứ 7,63,31.75%,28.57%,18,45,68.25%,71.43%,63,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Tồn,2026-09-12 - Thứ 7,392,98.72%,46.17%,181,188,1.28%,47.96%,0,AM Nhựt
NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,750,99.87%,82.13%,616,130,0.13%,17.34%,750,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,296,43.58%,38.51%,114,180,56.42%,60.81%,296,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Tồn,2026-09-13 - Chủ Nhật,417,99.52%,58.51%,244,151,0.48%,36.21%,0,AM Nhựt
NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 1,2026-09-14 - Thứ 2,590,98.64%,77.46%,457,131,1.36%,22.20%,590,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 2,2026-09-14 - Thứ 2,224,48.21%,37.95%,85,139,51.79%,62.05%,224,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Tồn,2026-09-14 - Thứ 2,428,97.43%,54.91%,235,165,2.57%,38.55%,0,AM Nhựt
NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 1,2026-09-15 - Thứ 3,470,98.72%,83.40%,392,77,1.28%,16.39%,470,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 2,2026-09-15 - Thứ 3,450,46.89%,38.22%,172,276,53.11%,61.34%,450,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Tồn,2026-09-15 - Thứ 3,410,97.80%,53.17%,218,162,2.20%,39.51%,0,AM Nhựt
NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 1,2026-09-16 - Thứ 4,442,99.55%,81.22%,359,70,0.45%,15.84%,442,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 2,2026-09-16 - Thứ 4,467,60.17%,49.89%,233,226,39.83%,48.40%,467,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Tồn,2026-09-16 - Thứ 4,489,99.18%,56.24%,275,200,0.82%,40.90%,0,AM Nhựt
NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 1,2026-09-17 - Thứ 5,410,98.29%,84.39%,346,58,1.71%,14.15%,410,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 2,2026-09-17 - Thứ 5,226,42.48%,33.63%,76,150,57.52%,66.37%,226,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Tồn,2026-09-17 - Thứ 5,467,97.64%,56.32%,263,181,2.36%,38.75%,0,AM Nhựt
NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 1,2026-09-18 - Thứ 6,699,98.57%,82.40%,576,113,1.43%,16.17%,699,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Mới Ca 2,2026-09-18 - Thứ 6,408,59.56%,47.55%,194,212,40.44%,51.96%,408,AM Nhựt,,NTB - Bình Thuận,(BTH) Tuyên Quang,Hàng Tồn,2026-09-18 - Thứ 6,356,95.51%,54.78%,195,128,4.49%,35.95%,0,AM Nhựt
NTB - Bình Thuận,(BTH) Tân Hải,Hàng Mới Ca 1,2026-09-12 - Thứ 7,341,100.00%,92.96%,317,21,0.00%,6.16%,341,AM Thủy,,NTB - Bình Thuận,(BTH) Tân Hải,Hàng Mới Ca 2,2026-09-12 - Thứ 7,250,80.40%,66.40%,166,82,19.60%,32.80%,250,AM Thủy,,NTB - Bình Thuận,(BTH) Tân Hải,Hàng Tồn,2026-09-12 - Thứ 7,157,98.73%,57.32%,90,63,1.27%,40.13%,0,AM Thủy
NTB - Bình Thuận,(BTH) Tân Hải,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,292,100.00%,88.36%,258,31,0.00%,10.61%,292,AM Thủy,,NTB - Bình Thuận,(BTH) Tân Hải,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,195,81.54%,71.79%,140,54,18.46%,27.70%,195,AM Thủy,,NTB - Bình Thuận,(BTH) Tân Hải,Hàng Tồn,2026-09-13 - Chủ Nhật,142,97.89%,69.01%,98,41,2.11%,28.88%,0,AM Thủy
NTB - Bình Thuận,(BTH) Tân Hải,Hàng Mới Ca 1,2026-09-14 - Thứ 2,328,100.00%,89.94%,295,31,0.00%,9.45%,328,AM Thủy,,NTB - Bình Thuận,(BTH) Tân Hải,Hàng Mới Ca 2,2026-09-14 - Thứ 2,211,78.67%,65.40%,138,71,21.33%,33.65%,211,AM Thủy,,NTB - Bình Thuận,(BTH) Tân Hải,Hàng Tồn,2026-09-14 - Thứ 2,121,98.35%,65.29%,79,35,1.65%,28.92%,0,AM Thủy
NTB - Bình Thuận,(BTH) Tân Hải,Hàng Mới Ca 1,2026-09-15 - Thứ 3,257,100.00%,91.44%,235,18,0.00%,7.00%,257,AM Thủy,,NTB - Bình Thuận,(BTH) Tân Hải,Hàng Mới Ca 2,2026-09-15 - Thứ 3,262,83.59%,69.08%,181,79,16.41%,30.16%,262,AM Thủy,,NTB - Bình Thuận,(BTH) Tân Hải,Hàng Tồn,2026-09-15 - Thứ 3,127,99.21%,58.27%,74,47,0.79%,37.01%,0,AM Thủy
