Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,% Chuyển trả,Leadtime,Sản Lượng Giao Thành Công,Sản Lượng Chuyển Trả,Sản Lượng Gán,Sản Lượng Trả,Sản Lượng Tồn,Sản Lượng Chưa Gán,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-15 - Thứ 7,3,100.00%,0.00%,0.00%,,0,0,3,0,3,0,0.00%,100.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-14 - Thứ 6,3,100.00%,0.00%,33.33%,,0,1,3,1,2,0,0.00%,66.67%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-13 - Thứ 5,5,100.00%,0.00%,0.00%,,0,0,5,0,5,0,0.00%,100.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-02 - Chủ Nhật,3,100.00%,0.00%,0.00%,,0,0,3,0,3,0,0.00%,100.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-08 - Thứ 7,3,100.00%,0.00%,0.00%,,0,0,3,0,3,0,0.00%,100.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-06 - Thứ 5,1,100.00%,0.00%,0.00%,,0,0,1,0,1,0,0.00%,100.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-16 - Chủ Nhật,8,100.00%,12.50%,0.00%,52,1,0,8,0,7,0,0.00%,87.50%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-07-20 - Thứ 2,3,66.67%,33.33%,33.33%,30,1,1,2,1,1,1,33.33%,33.34%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-07 - Thứ 6,2,100.00%,50.00%,0.00%,51,1,0,2,0,1,0,0.00%,50.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-07-21 - Thứ 3,3,66.67%,33.33%,0.00%,28,1,0,2,0,2,1,33.33%,66.67%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-04 - Thứ 3,5,100.00%,20.00%,20.00%,28,1,1,5,1,3,0,0.00%,60.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-09 - Chủ Nhật,6,100.00%,16.67%,0.00%,29,1,0,6,0,5,0,0.00%,83.33%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-07-25 - Thứ 7,8,100.00%,25.00%,0.00%,28,2,0,8,0,6,0,0.00%,75.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-07-28 - Thứ 3,4,100.00%,50.00%,0.00%,29.5,2,0,4,0,2,0,0.00%,50.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-12 - Thứ 4,9,100.00%,22.22%,0.00%,24,2,0,9,0,7,0,0.00%,77.78%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-11 - Thứ 3,7,100.00%,28.57%,0.00%,31,2,0,7,0,5,0,0.00%,71.43%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-07-22 - Thứ 4,4,75.00%,50.00%,0.00%,26,2,0,3,0,2,1,25.00%,50.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-10 - Thứ 2,6,100.00%,33.33%,0.00%,24.5,2,0,6,0,4,0,0.00%,66.67%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-07-23 - Thứ 5,7,85.71%,28.57%,0.00%,28,2,0,6,0,5,1,14.29%,71.43%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-05 - Thứ 4,4,100.00%,75.00%,0.00%,26.67,3,0,4,0,1,0,0.00%,25.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-03 - Thứ 2,8,100.00%,37.50%,0.00%,29,3,0,8,0,5,0,0.00%,62.50%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-08-01 - Thứ 7,8,100.00%,62.50%,0.00%,29.2,5,0,8,0,3,0,0.00%,37.50%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-07-27 - Thứ 2,9,100.00%,66.67%,0.00%,46,6,0,9,0,3,0,0.00%,33.33%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-07-31 - Thứ 6,10,100.00%,60.00%,10.00%,34.83,6,1,10,1,3,0,0.00%,30.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-07-29 - Thứ 4,12,100.00%,58.33%,0.00%,29.14,7,0,12,0,5,0,0.00%,41.67%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-07-24 - Thứ 6,14,92.86%,50.00%,0.00%,28.43,7,0,13,0,7,1,7.14%,50.00%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-07-30 - Thứ 5,13,100.00%,53.85%,0.00%,28.14,7,0,13,0,6,0,0.00%,46.15%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phú Quý,Hàng Tồn,2026-07-26 - Chủ Nhật,21,95.24%,71.43%,0.00%,25.27,15,0,20,0,6,1,4.76%,28.57%,0,Bình Thuận,NTB,Nguyễn Ngọc Khánh
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-10 - Thứ 2,141,97.87%,90.78%,0.00%,14.42,128,0,138,0,13,3,2.13%,9.22%,141,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-14 - Thứ 6,30,100.00%,100.00%,0.00%,3.3,30,0,30,0,0,0,0.00%,0.00%,30,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,37,100.00%,94.59%,0.00%,3.46,35,0,37,0,2,0,0.00%,5.41%,37,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-03 - Thứ 2,48,100.00%,87.50%,0.00%,3.79,42,0,48,0,6,0,0.00%,12.50%,48,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-07-27 - Thứ 2,50,100.00%,94.00%,0.00%,3.55,47,0,50,0,3,0,0.00%,6.00%,50,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-08 - Thứ 7,52,100.00%,92.31%,0.00%,4.13,48,0,52,0,4,0,0.00%,7.69%,52,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-05 - Thứ 4,60,100.00%,85.00%,0.00%,3.57,51,0,60,0,9,0,0.00%,15.00%,60,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-07-20 - Thứ 2,56,100.00%,92.86%,0.00%,3.42,52,0,56,0,4,0,0.00%,7.14%,56,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-07-31 - Thứ 6,59,100.00%,88.14%,0.00%,3.88,52,0,59,0,7,0,0.00%,11.86%,59,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-15 - Thứ 7,56,100.00%,96.43%,0.00%,3.72,54,0,56,0,2,0,0.00%,3.57%,56,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-07-22 - Thứ 4,58,96.55%,93.10%,0.00%,3.93,54,0,56,0,4,2,3.45%,6.90%,58,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-13 - Thứ 5,63,100.00%,85.71%,0.00%,4.39,54,0,63,0,9,0,0.00%,14.29%,63,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-07-29 - Thứ 4,63,100.00%,95.24%,0.00%,3.53,60,0,63,0,3,0,0.00%,4.76%,63,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-06 - Thứ 5,68,100.00%,94.12%,0.00%,4.14,64,0,68,0,4,0,0.00%,5.88%,68,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-02 - Chủ Nhật,72,100.00%,97.22%,0.00%,4.06,70,0,72,0,2,0,0.00%,2.78%,72,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-07-25 - Thứ 7,79,100.00%,89.87%,0.00%,3.97,71,0,79,0,8,0,0.00%,10.13%,79,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-01 - Thứ 7,73,100.00%,97.26%,0.00%,4.13,71,0,73,0,2,0,0.00%,2.74%,73,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-04 - Thứ 3,75,100.00%,94.67%,0.00%,3.46,71,0,75,0,4,0,0.00%,5.33%,75,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-07-24 - Thứ 6,82,100.00%,91.46%,0.00%,4.08,75,0,82,0,7,0,0.00%,8.54%,82,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-07 - Thứ 6,81,100.00%,93.83%,0.00%,4.45,76,0,81,0,5,0,0.00%,6.17%,81,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-07-26 - Chủ Nhật,82,98.78%,93.90%,0.00%,4.04,77,0,81,0,5,1,1.22%,6.10%,82,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-07-21 - Thứ 3,83,100.00%,93.98%,0.00%,3.79,78,0,83,0,5,0,0.00%,6.02%,83,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,90,100.00%,92.22%,0.00%,3.92,83,0,90,0,7,0,0.00%,7.78%,90,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-07-23 - Thứ 5,91,98.90%,92.31%,0.00%,4.01,84,0,90,0,7,1,1.10%,7.69%,91,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-12 - Thứ 4,95,100.00%,89.47%,0.00%,4.65,85,0,95,0,10,0,0.00%,10.53%,95,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-07-30 - Thứ 5,94,100.00%,91.49%,0.00%,4.7,86,0,94,0,8,0,0.00%,8.51%,94,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-07-28 - Thứ 3,99,100.00%,89.90%,0.00%,3.92,89,0,99,0,10,0,0.00%,10.10%,99,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 1,2026-08-11 - Thứ 3,96,100.00%,96.88%,0.00%,3.8,93,0,96,0,3,0,0.00%,3.12%,96,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-04 - Thứ 3,107,100.00%,91.59%,0.00%,3.05,98,0,107,0,9,0,0.00%,8.41%,107,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-07-27 - Thứ 2,47,55.32%,48.94%,0.00%,2.52,23,0,26,0,24,21,44.68%,51.06%,47,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-16 - Chủ Nhật,38,68.42%,63.16%,0.00%,1.5,24,0,26,0,14,12,31.58%,36.84%,38,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-07-25 - Thứ 7,42,64.29%,59.52%,0.00%,2.44,25,0,27,0,17,15,35.71%,40.48%,42,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-10 - Thứ 2,48,60.42%,56.25%,0.00%,2.15,27,0,29,0,21,19,39.58%,43.75%,48,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-03 - Thứ 2,47,68.09%,61.70%,0.00%,2.45,29,0,32,0,18,15,31.91%,38.30%,47,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-11 - Thứ 3,35,100.00%,85.71%,0.00%,1.8,30,0,35,0,5,0,0.00%,14.29%,35,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-07-31 - Thứ 6,50,72.00%,60.00%,0.00%,2.97,30,0,36,0,20,14,28.00%,40.00%,50,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-14 - Thứ 6,53,62.26%,58.49%,0.00%,2.16,31,0,33,0,22,20,37.74%,41.51%,53,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-01 - Thứ 7,58,75.86%,67.24%,0.00%,2.49,39,0,44,0,19,14,24.14%,32.76%,58,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-07-28 - Thứ 3,66,62.12%,60.61%,0.00%,2.88,40,0,41,0,26,25,37.88%,39.39%,66,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-13 - Thứ 5,67,61.19%,59.70%,0.00%,1.9,40,0,41,0,27,26,38.81%,40.30%,67,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-08 - Thứ 7,72,59.72%,56.94%,0.00%,3.12,41,0,43,0,31,29,40.28%,43.06%,72,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-07-22 - Thứ 4,75,66.67%,57.33%,0.00%,1.86,43,0,50,0,32,25,33.33%,42.67%,75,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-06 - Thứ 5,70,67.14%,64.29%,0.00%,3.24,45,0,47,0,25,23,32.86%,35.71%,70,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-05 - Thứ 4,86,61.63%,54.65%,0.00%,2.19,47,0,53,0,39,33,38.37%,45.35%,86,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-15 - Thứ 7,76,68.42%,63.16%,0.00%,3.17,48,0,52,0,28,24,31.58%,36.84%,76,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-07-29 - Thứ 4,87,68.97%,60.92%,0.00%,2.89,53,0,60,0,34,27,31.03%,39.08%,87,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-07-26 - Chủ Nhật,87,70.11%,60.92%,0.00%,2.64,53,0,61,0,34,26,29.89%,39.08%,87,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-02 - Chủ Nhật,88,69.32%,61.36%,0.00%,3.04,54,0,61,0,34,27,30.68%,38.64%,88,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-07-23 - Thứ 5,85,71.76%,63.53%,0.00%,3.48,54,0,61,0,31,24,28.24%,36.47%,85,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-07-24 - Thứ 6,92,67.39%,58.70%,0.00%,3.06,54,0,62,0,38,30,32.61%,41.30%,92,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-07-21 - Thứ 3,84,67.86%,65.48%,0.00%,2.84,55,0,57,0,29,27,32.14%,34.52%,84,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-12 - Thứ 4,97,65.98%,58.76%,0.00%,2.26,57,0,64,0,40,33,34.02%,41.24%,97,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-07-20 - Thứ 2,86,80.23%,69.77%,0.00%,2.75,60,0,69,0,26,17,19.77%,30.23%,86,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-07-30 - Thứ 5,102,67.65%,61.76%,0.00%,2.97,63,0,69,0,39,33,32.35%,38.24%,102,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Mới Ca 2,2026-08-07 - Thứ 6,131,58.02%,49.62%,0.00%,3.09,65,0,76,0,66,55,41.98%,50.38%,131,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-10 - Thứ 2,11,100.00%,27.27%,0.00%,36.33,3,0,11,0,8,0,0.00%,72.73%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-12 - Thứ 4,19,94.74%,47.37%,5.26%,46.33,9,1,18,1,9,1,5.26%,47.37%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-05 - Thứ 4,26,100.00%,34.62%,3.85%,30.56,9,1,26,1,16,0,0.00%,61.53%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-04 - Thứ 3,35,100.00%,51.43%,8.57%,29.33,18,3,35,3,14,0,0.00%,40.00%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-15 - Thứ 7,33,100.00%,57.58%,0.00%,23.74,19,0,33,0,14,0,0.00%,42.42%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-02 - Chủ Nhật,32,100.00%,59.38%,0.00%,25.58,19,0,32,0,13,0,0.00%,40.62%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-01 - Thứ 7,36,100.00%,52.78%,0.00%,25.37,19,0,36,0,17,0,0.00%,47.22%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-07-21 - Thứ 3,38,100.00%,57.89%,2.63%,24.86,22,1,38,1,15,0,0.00%,39.48%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-07-26 - Chủ Nhật,35,100.00%,62.86%,0.00%,31.18,22,0,35,0,13,0,0.00%,37.14%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-07-28 - Thứ 3,33,100.00%,69.70%,3.03%,26.74,23,1,33,1,9,0,0.00%,27.27%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-11 - Thứ 3,40,95.00%,62.50%,2.50%,25.4,25,1,38,1,14,2,5.00%,35.00%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-07 - Thứ 6,46,100.00%,58.70%,6.52%,25.22,27,3,46,3,16,0,0.00%,34.78%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-07-29 - Thứ 4,44,100.00%,63.64%,0.00%,25.32,28,0,44,0,16,0,0.00%,36.36%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-07-22 - Thứ 4,48,100.00%,58.33%,4.17%,26.18,28,2,48,2,18,0,0.00%,37.50%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-16 - Chủ Nhật,42,100.00%,69.05%,9.52%,27.66,29,4,42,4,9,0,0.00%,21.43%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-07-24 - Thứ 6,48,97.92%,62.50%,2.08%,24.93,30,1,47,1,17,1,2.08%,35.42%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-14 - Thứ 6,49,100.00%,65.31%,0.00%,25.28,32,0,49,0,17,0,0.00%,34.69%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-03 - Thứ 2,48,100.00%,68.75%,4.17%,25.36,33,2,48,2,13,0,0.00%,27.08%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-07-23 - Thứ 5,49,100.00%,69.39%,6.12%,23.29,34,3,49,3,12,0,0.00%,24.49%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-07-30 - Thứ 5,50,100.00%,72.00%,4.00%,26.81,36,2,50,2,12,0,0.00%,24.00%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-07-27 - Thứ 2,50,100.00%,74.00%,2.00%,29.05,37,1,50,1,12,0,0.00%,24.00%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-07-20 - Thứ 2,54,100.00%,72.22%,5.56%,26.72,39,3,54,3,12,0,0.00%,22.22%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-13 - Thứ 5,58,100.00%,67.24%,3.45%,27,39,2,58,2,17,0,0.00%,29.31%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-07-31 - Thứ 6,53,100.00%,75.47%,1.89%,24.83,40,1,53,1,12,0,0.00%,22.64%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-06 - Thứ 5,61,100.00%,65.57%,3.28%,25.2,40,2,61,2,19,0,0.00%,31.15%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-09 - Chủ Nhật,48,100.00%,83.33%,2.08%,27.28,40,1,48,1,7,0,0.00%,14.59%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-07-25 - Thứ 7,58,98.28%,77.59%,1.72%,31.2,45,1,57,1,12,1,1.72%,20.69%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Phan Rí Cửa,Hàng Tồn,2026-08-08 - Thứ 7,81,100.00%,79.01%,3.70%,27.77,64,3,81,3,14,0,0.00%,17.29%,0,Bình Thuận,NTB,Nguyễn Duy Long
NTB - Bình Thuận,(BTH) Mũi Né,Hàng Mới Ca 1,2026-07-26 - Chủ Nhật,35,100.00%,88.57%,0.00%,5.06,31,0,35,0,4,0,0.00%,11.43%,35,Bình Thuận,NTB,Nguyễn Ngọc Khánh
